,Unnamed: 0,ticker,name,website,headquarter,employees,industry,type,source
348,348,OLLI,"Ollie's Bargain Outlet Holdings, Inc.",http://www.ollies.us,"6295 Allentown Boulevard Suite 1 Harrisburg, PA 17112 United States 717 657 2300 http://www.ollies.us",4400,Discount Stores,,yahoo
349,349,LPX,Louisiana-Pacific Corporation,http://www.lpcorp.com,"414 Union Street Suite 2000 Nashville, TN 37219-1700 United States 615 986 5600 http://www.lpcorp.com",4500,Building Products & Equipment,,yahoo
350,350,MSM,"MSC Industrial Direct Co., Inc.",http://www.mscdirect.com,"515 Broadhollow Road Melville, NY 11747 United States 516 812 2000 http://www.mscdirect.com",6372,Industrial Distribution,,yahoo
351,351,HOG,"Harley-Davidson, Inc.",http://www.harley-davidson.com,"3700 West Juneau Avenue Milwaukee, WI 53208 United States 414 342 4680 http://www.harley-davidson.com",5150,Recreational Vehicles,,yahoo
352,352,KSRYY,KOSÉ Corporation,http://www.kose.co.jp,"3-6-2, Nihonbashi Chuo-ku Tokyo 103-8251 Japan 81 3 3273 1511 http://www.kose.co.jp",8767,Household & Personal Products,,yahoo
353,353,SSAAY,SSAB AB (publ),http://www.ssab.com,"Klarabergsviadukten 70, D6 PO Box 70 Stockholm 101 21 Sweden 46 84 54 57 00 http://www.ssab.com",14130,Steel,,yahoo
354,354,BLDP,Ballard Power Systems Inc.,http://www.ballard.com,"9000 Glenlyon Parkway Burnaby, BC V5J 5J8 Canada 604 454 0900 http://www.ballard.com",785,Specialty Industrial Machinery,,yahoo
355,355,KTERF,Keio Corporation,http://www.keio.co.jp,1-9-1 Sekido Tama-shi Tokyo 206-8502 Japan  http://www.keio.co.jp,13542,Railroads,,yahoo
356,356,PNFP,"Pinnacle Financial Partners, Inc.",http://www.pnfp.com,"150 Third Avenue South Suite 900 Nashville, TN 37201 United States 615 744 3700 http://www.pnfp.com",2769,Banks—Regional,,yahoo
357,357,PAC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",http://www.aeropuertosgap.com.mx,"Avenida Mariano Otero No. 1249-B Torre PacIfico Piso 6 Col. Rinconada del Bosque Guadalajara, JA 44530 Mexico 52 33 3880 1100 http://www.aeropuertosgap.com.mx",1756,Airports & Air Services,,yahoo
358,358,WPLCF,Wise plc,http://www.wise.com,Tea Building 6th Floor 56 Shoreditch High Street London E1 6JJ United Kingdom  http://www.wise.com,2400,Software—Infrastructure,,yahoo
359,359,SKX,"Skechers U.S.A., Inc.",http://www.skechers.com,"228 Manhattan Beach Boulevard Manhattan Beach, CA 90266 United States 310 318 3100 http://www.skechers.com",5900,Footwear & Accessories,,yahoo
360,360,SNPHY,"Santen Pharmaceutical Co., Ltd.",http://www.santen.com,Grand Front Osaka Tower A 4-20 Ofuka-cho Kita-ku Osaka 530-8552 Japan 81 6 7664 8621 http://www.santen.com,4229,Drug Manufacturers—General,,yahoo
361,361,DIISY,Direct Line Insurance Group plc,http://www.directlinegroup.co.uk,Churchill Court Westmoreland Road Bromley BR1 1DP United Kingdom 44 1132 920 667 http://www.directlinegroup.co.uk,10807,Insurance—Diversified,,yahoo
362,362,MRPRF,"MERLIN Properties SOCIMI, S.A.",http://www.merlinproperties.com,"Paseo de la Castellana, 257 Madrid 28046 Spain 34 91 769 19 00 http://www.merlinproperties.com",220,REIT—Diversified,,yahoo
363,363,AGCO,AGCO Corporation,http://www.agcocorp.com,"4205 River Green Parkway Duluth, GA 30096 United States 770 813 9200 http://www.agcocorp.com",21426,Farm & Heavy Construction Machinery,,yahoo
364,364,MAWHY,Man Wah Holdings Limited,http://www.manwahholdings.com,Wah Lai Industrial Center 1st Floor 10-14 Kwei Tei Street Fo Tan Hong Kong 852 2712 0091 http://www.manwahholdings.com,28803,"Furnishings, Fixtures & Appliances",,yahoo
365,365,INCPY,Inchcape plc,http://www.inchcape.com,22a St Jamesâs Square London SW1Y 5LP United Kingdom 44 20 7546 0022 http://www.inchcape.com,15000,Auto & Truck Dealerships,,yahoo
366,366,VLY,Valley National Bancorp,http://www.valley.com,"One Penn Plaza New York, NY 10119 United States 973 305 8800 http://www.valley.com",3155,Banks—Regional,,yahoo
367,367,TISCF,Taisei Corporation,http://www.taisei.co.jp,"1-25-1, Nishi-Shinjuku Shinjuku-ku Tokyo 163-0606 Japan 81 3 3348 1111 http://www.taisei.co.jp",14620,Engineering & Construction,,yahoo
368,368,WHGRF,WH Group Limited,http://www.wh-group.com,International Commerce Centre Level 76 Unit 7602Bâ7604A 1 Austin Road West Kowloon Hong Kong 852 2868 2828 http://www.wh-group.com,106000,Packaged Foods,,yahoo
369,369,HLTOY,Hellenic Telecommunications Organization S.A.,http://www.cosmote.gr/cs/otegroup/en/ote_ae.html,99 Kifissias Avenue Maroussi Athens 151 24 Greece 30 697 10 13 888 http://www.cosmote.gr/cs/otegroup/en/ote_ae.html,16291,Telecom Services,,yahoo
370,370,POST,"Post Holdings, Inc.",http://www.postholdings.com,"2503 South Hanley Road Saint Louis, MO 63144 United States 314 644 7600 http://www.postholdings.com",10735,Packaged Foods,,yahoo
371,371,CBUMF,China National Building Material Company Limited,http://www.cnbmltd.com,"Guohai Plaza, Tower 2 21st Floor No. 17 Fuxing Road Haidian District Beijing 100036 China 86 10 6813 8300 http://www.cnbmltd.com",156341,Building Materials,,yahoo
372,372,FOVSY,Ford Otomotiv Sanayi A.S.,http://www.fordotosan.com.tr,Akpinar Mahallesi Hasan Basri Cad. No: 2 Sancaktepe Istanbul 34885 Turkey 90 216 564 71 00 http://www.fordotosan.com.tr,13310,Auto Manufacturers,,yahoo
373,373,PZZA,"Papa John's International, Inc.",http://www.papajohns.com,"2002 Papa Johnâs Boulevard Louisville, KY 40299-2367 United States 502 261 7272 http://www.papajohns.com",16700,Restaurants,,yahoo
374,374,CARCY,China Resources Cement Holdings Limited,http://www.crcement.com,China Resources Building Room 4606-08 26 Harbour Road Wan Chai Hong Kong 852 3118 6800 http://www.crcement.com,19467,Building Materials,,yahoo
375,375,ATGFF,AltaGas Ltd.,http://www.altagas.ca,"355 - 4th Avenue SW Suite 1700 Calgary, AB T2P 0J1 Canada 403 691 7575 http://www.altagas.ca",2984,Utilities—Regulated Gas,,yahoo
376,376,SLGN,Silgan Holdings Inc.,http://www.silganholdings.com,"4 Landmark Square Suite 400 Stamford, CT 06901 United States 203 975 7110 http://www.silganholdings.com",15610,Packaging & Containers,,yahoo
377,377,TISCY,Taisei Corporation,http://www.taisei.co.jp,"1-25-1, Nishi-Shinjuku Shinjuku-ku Tokyo 163-0606 Japan 81 3 3348 1111 http://www.taisei.co.jp",14620,Engineering & Construction,,yahoo
378,378,GOOS,Canada Goose Holdings Inc.,http://www.canadagoose.com,"250 Bowie Avenue Toronto, ON M6E 4Y2 Canada 416 780 9850 http://www.canadagoose.com",3590,Apparel Manufacturing,,yahoo
379,379,CSAN,Cosan S.A.,http://www.cosan.com.br,"Av. Brigadeiro Faria Lima, 4100 16th floor SÃ£o Paulo, SP 04538-132 Brazil 55 11 3897 9797 http://www.cosan.com.br",0,Oil & Gas Refining & Marketing,,yahoo
380,380,MLSPF,Melrose Industries PLC,http://www.melroseplc.net,Leconfield House Curzon Street London W1J 5JA United Kingdom 44 20 7647 4500 http://www.melroseplc.net,49668,Specialty Industrial Machinery,,yahoo
381,381,LIOPF,Lion Corporation,http://www.lion.co.jp,"3-7, Honjo 1-chome Sumida-ku Tokyo 130-8644 Japan 81 3 3621 6211 http://www.lion.co.jp",7452,Household & Personal Products,,yahoo
382,382,HEGIF,Hengan International Group Company Limited,http://www.hengan.com,Hengan Industrial City Anhai Town Jinjiang 362261 China 86 595 8570 8888 http://www.hengan.com,23000,Household & Personal Products,,yahoo
383,383,GFIOF,Gold Fields Limited,http://www.goldfields.com,150 Helen Road Sandown Sandton 2196 South Africa 27 11 562 9700 http://www.goldfields.com,5818,Gold,,yahoo
384,384,BSAC,Banco Santander-Chile,http://banco.santander.cl,Bandera 140 20th Floor Santiago de Chile Chile 56 2 320 2000 http://banco.santander.cl,10470,Banks—Regional,,yahoo
385,385,TSYHF,TravelSky Technology Limited,http://www.travelskyir.com,TravelSky High-Tech Industrial Park Houshayu Town Shunyi District Beijing 101308 China 86 10 5765 0696 http://www.travelskyir.com,6760,Information Technology Services,,yahoo
386,386,CJRCF,China Resources Cement Holdings Limited,http://www.crcement.com,China Resources Building Room 4606-08 26 Harbour Road Wan Chai Hong Kong 852 3118 6800 http://www.crcement.com,19467,Building Materials,,yahoo
387,387,NDGPY,Nine Dragons Paper (Holdings) Limited,http://www.ndpaper.com,"No.12, Xincheng Road Songshan Lake High-Tech Ind. Dev Zn Dongguan China 86 769 8928 9999 http://www.ndpaper.com",19576,Paper & Paper Products,,yahoo
388,388,BKAHF,Bank of Ayudhya Public Company Limited,http://www.krungsri.com,1222 Rama III Road Bang Phongphang Subdistrict Yannawa District Bangkok 10120 Thailand 66 2 296 2000 http://www.krungsri.com,0,Banks—Regional,,yahoo
389,389,KC,Kingsoft Cloud Holdings Limited,http://www.ksyun.com,Building E Xiaomi Sc and Technology Par No. 33 Xierqi Middle Road Haidian District Beijing 100085 China 86 10 6292 7777 http://www.ksyun.com,2166,Software—Application,,yahoo
390,390,AXTA,Axalta Coating Systems Ltd.,http://www.axalta.com,"Two Commerce Square Suite 3600 2001 Market Street Philadelphia, PA 19103 United States 855 547 1461 http://www.axalta.com",13000,Specialty Chemicals,,yahoo
391,391,GTLS,"Chart Industries, Inc.",http://www.chartindustries.com,"3055 Torrington Drive Ball Ground, GA 30107 United States 770 721 8800 http://www.chartindustries.com",4318,Specialty Industrial Machinery,,yahoo
392,392,FNMAS,Federal National Mortgage Association,http://www.fanniemae.com,"Midtown Center 1100 15th Street, NW Washington, DC 20005 United States 800 232 6643 http://www.fanniemae.com",7700,Mortgage Finance,,yahoo
393,393,QABSY,Qantas Airways Limited,http://www.qantas.com,"10 Bourke Road Mascot, NSW 2020 Australia 61 2 9691 3636 http://www.qantas.com",22000,Airlines,,yahoo
394,394,WFG,West Fraser Timber Co. Ltd.,http://www.westfraser.com,"858 Beatty Street Suite 501 Vancouver, BC V6B 1C1 Canada 604-895-2700 http://www.westfraser.com",11000,Lumber & Wood Production,,yahoo
395,395,ROHCY,"ROHM Co., Ltd.",http://www.rohm.com,21 Saiin Mizosaki-cho Ukyo-ku Kyoto 615-8585 Japan 81 75 311 2121 http://www.rohm.com,22370,Semiconductors,,yahoo
396,396,EHC,Encompass Health Corporation,http://www.encompasshealth.com,"9001 Liberty Parkway Birmingham, AL 35242 United States 205 967 7116 http://www.encompasshealth.com",43800,Medical Care Facilities,,yahoo
397,397,OTGLF,CD Projekt S.A.,http://www.cdprojekt.com,Building E ul. Jagiellonska 74 Warsaw 03-301 Poland 48 22 519 6900 http://www.cdprojekt.com,1124,Electronic Gaming & Multimedia,,yahoo
398,398,OROCF,Orocobre Limited,http://www.orocobre.com,"Riparian Plaza Level 35 71 Eagle Street Brisbane, QLD 4000 Australia 61 7 3871 3985 http://www.orocobre.com",0,Other Industrial Metals & Mining,,yahoo
399,399,GGB,Gerdau S.A.,http://www2.gerdau.com,"Av. Doutora Ruth Cardoso 8501/ 8th floor SÃ£o Paulo, SP 05425-070 Brazil 55 11 3094 6300 http://www2.gerdau.com",30000,Steel,,yahoo
400,400,HAYW,"Hayward Holdings, Inc.",http://investor.hayward.com,"400 Connell Drive Suite 6100 Berkeley Heights, NJ 07922 United States 908 351 5400 http://investor.hayward.com",2095,Electrical Equipment & Parts,,yahoo
401,401,HRI,Herc Holdings Inc.,http://ir.hercrentals.com,"27500 Riverview Center Boulevard Suite 100 Bonita Springs, FL 34134 United States 239 301 1000 http://ir.hercrentals.com",4800,Rental & Leasing Services,,yahoo
402,402,FSV,FirstService Corporation,http://www.firstservice.com,"1255 Bay Street Suite 600 Toronto, ON M5R 2A9 Canada 416 960 9566 http://www.firstservice.com",24000,Real Estate Services,,yahoo
403,403,JBT,John Bean Technologies Corporation,http://www.jbtc.com,"70 West Madison Street Suite 4400 Chicago, IL 60602 United States 312 861 5900 http://www.jbtc.com",6400,Specialty Industrial Machinery,,yahoo
404,404,RYKKF,"Ryohin Keikaku Co., Ltd.",http://ryohin-keikaku.jp,4-26-3 Higashi-Ikebukuro Toshima-ku Tokyo 170-8424 Japan  http://ryohin-keikaku.jp,0,Department Stores,,yahoo
405,405,BRX,Brixmor Property Group Inc.,http://www.brixmor.com,"450 Lexington Avenue New York, NY 10017 United States 212-869-3000 http://www.brixmor.com",474,REIT—Retail,,yahoo
406,406,UUGRY,United Utilities Group PLC,http://www.unitedutilities.com,Haweswater House Lingley Mere Business Park Lingley Green Avenue Great Sankey Warrington WA5 3LP United Kingdom 44 1925 237 000 http://www.unitedutilities.com,5000,Utilities—Regulated Water,,yahoo
407,407,OSGSF,"Osaka Gas Co., Ltd.",http://www.osakagas.co.jp,"4-1-2, Hiranomachi Chuo-ku Osaka 541-0046 Japan 81 6 6205 4715 http://www.osakagas.co.jp",20941,Utilities—Regulated Gas,,yahoo
408,408,AL,Air Lease Corporation,http://www.airleasecorp.com,"2000 Avenue of the Stars Suite 1000N Los Angeles, CA 90067 United States 310-553-0555 http://www.airleasecorp.com",120,Rental & Leasing Services,,yahoo
409,409,TNET,"TriNet Group, Inc.",http://www.trinet.com,"One Park Place Suite 600 Dublin, CA 94568 United States 510-352-5000 http://www.trinet.com",2700,Staffing & Employment Services,,yahoo
410,410,OZMLF,OZ Minerals Limited,http://www.ozminerals.com,"2 Hamra Drive Adelaide Airport Adelaide, SA 5950 Australia 61 8 8229 6600 http://www.ozminerals.com",785,Copper,,yahoo
411,411,MDU,"MDU Resources Group, Inc.",http://www.mdu.com,"1200 West Century Avenue PO Box 5650 Bismarck, ND 58506-5650 United States 701 530 1000 http://www.mdu.com",15600,Conglomerates,,yahoo
412,412,LANC,Lancaster Colony Corporation,http://www.lancastercolony.com,"380 Polaris Parkway Suite 400 Westerville, OH 43082 United States 614 224 7141 http://www.lancastercolony.com",3200,Packaged Foods,,yahoo
413,413,BECTY,Bechtle AG,http://www.bechtle.com,Bechtle Platz 1 Neckarsulm 74172 Germany 49 7132 981 0 http://www.bechtle.com,12744,Information Technology Services,,yahoo
414,414,GEBHY,Genting Berhad,http://www.genting.com,Wisma Genting 24th Floor Jalan Sultan Ismail Kuala Lumpur 50250 Malaysia 60 3 2178 2288 http://www.genting.com,0,Resorts & Casinos,,yahoo
415,415,FICO,Fair Isaac Corporation,http://www.fico.com,"5 West Mendenhall Suite 105 Bozeman, MT 59715 United States 406 982 7276 http://www.fico.com",3662,Software—Application,,yahoo
416,416,LSGOF,Land Securities Group plc,http://www.landsec.com,100 Victoria Street London SW1E 5JL United Kingdom 44-20-74139000 http://www.landsec.com,530,REIT—Diversified,,yahoo
417,417,EGIEY,Engie Brasil Energia S.A.,http://www.engieenergia.com.br,"Rua Paschoal ApOstolo PItsica, no 5064 Agronomica FlorianÃ³polis, SC 88025-255 Brazil 55 48 3221 7225 http://www.engieenergia.com.br",1538,Utilities—Regulated Electric,,yahoo
418,418,ITT,ITT Inc.,http://www.itt.com,"1133 Westchester Avenue White Plains, NY 10604 United States 914 641 2000 http://www.itt.com",9700,Specialty Industrial Machinery,,yahoo
419,419,BL,"BlackLine, Inc.",http://www.blackline.com,"21300 Victory Boulevard 12th Floor Woodland Hills, CA 91367 United States 818 223 9008 http://www.blackline.com",1474,Software—Infrastructure,,yahoo
420,420,WNDLF,Wendel,http://www.wendelgroup.com/en/,89 rue Taitbout Cedex 09 Paris 75312 France 33 1 42 85 30 00 http://www.wendelgroup.com/en/,88344,Asset Management,,yahoo
421,421,EMLAF,Empire Company Limited,http://www.empireco.ca,"115 King Street Stellarton, NS B0K 1S0 Canada 902 752 8371 http://www.empireco.ca",134000,Grocery Stores,,yahoo
422,422,HBRIY,Harbour Energy plc,http://www.harbourenergy.com,Saltire Court 4th Floor 20 Castle Terrace Edinburgh EH1 2EN United Kingdom  http://www.harbourenergy.com,1800,Oil & Gas E&P,,yahoo
423,423,MXCHF,"Mexichem, S.A.B. de C.V.",http://www.orbia.com,"Avenida Paseo de la Reforma 483 piso 47 Colonia CuauhtÃ©moc AlcaldÃ­a CuauhtÃ©moc Mexico City, DF 06500 Mexico 52 55 5366 4000 http://www.orbia.com",22293,Chemicals,,yahoo
424,424,JSAIY,J Sainsbury plc,http://www.about.sainsburys.co.uk,Sainsbury's Store Support Centre 33 Holborn London EC1N 2HT United Kingdom 44 20 7695 6000 http://www.about.sainsburys.co.uk,117000,Grocery Stores,,yahoo
425,425,AR,Antero Resources Corporation,http://www.anteroresources.com,"1615 Wynkoop Street Denver, CO 80202 United States 303 357 7310 http://www.anteroresources.com",506,Oil & Gas E&P,,yahoo
426,426,NWL,Newell Brands Inc.,http://www.newellbrands.com,"6655 Peachtree Dunwoody Road Atlanta, GA 30328 United States 770 418 7000 http://www.newellbrands.com",31000,Household & Personal Products,,yahoo
427,427,XRX,Xerox Corporation,http://www.xerox.com,"201 Merritt 7 PO Box 4505 Norwalk, CT 06851-1056 United States 800 835 6100 http://www.xerox.com",23600,Information Technology Services,,yahoo
428,428,OPCH,"Option Care Health, Inc.",http://www.optioncarehealth.com,"3000 Lakeside Drive Suite 300N Bannockburn, IL 60015 United States 312 940 2443 http://www.optioncarehealth.com",5146,Medical Care Facilities,,yahoo
429,429,TDHOY,"T&D Holdings, Inc.",http://www.td-holdings.co.jp,"2-7-1, Nihonbashi Chuo-ku Tokyo 103-6031 Japan 81 3 3272 6110 http://www.td-holdings.co.jp",19615,Insurance—Life,,yahoo
430,430,SLOIF,Soitec S.A.,http://www.soitec.com,Parc Technologique des Fontaines Chemin des Franques Bernin 38190 France 33 4 76 92 75 00 http://www.soitec.com,1582,Semiconductor Equipment & Materials,,yahoo
431,431,PII,Polaris Industries Inc.,http://www.polaris.com,"2100 Highway 55 Medina, MN 55340 United States 763 542 0500 http://www.polaris.com",15000,Recreational Vehicles,,yahoo
432,432,STN,Stantec Inc.,http://www.stantec.com,"10220-103 Avenue NW Suite 400 Edmonton, AB T5J 0K4 Canada 780 917 7000 http://www.stantec.com",22000,Engineering & Construction,,yahoo
433,433,CZOO,Cazoo Group Ltd,http://www.cazoo.co.uk,41 Chalton Street London NW1 1JD United Kingdom 44 20 3901 3488 http://www.cazoo.co.uk,0,Software—Application,,yahoo
434,434,LEG,"Leggett & Platt, Incorporated",http://www.leggett.com,"No. 1 Leggett Road Carthage, MO 64836 United States 417 358 8131 http://www.leggett.com",20000,"Furnishings, Fixtures & Appliances",,yahoo
435,435,MNTHY,Minth Group Limited,http://www.minthgroup.com,No. 1 Yazhong Road Nanhu District Jiaxing 314006 China 86 57 3836 86700 http://www.minthgroup.com,18804,Auto Parts,,yahoo
436,436,IDKOY,"Idemitsu Kosan Co.,Ltd.",http://www.idemitsu.com,"2-1, Otemachi 1-chome Chiyoda-ku Tokyo 100-8321 Japan  http://www.idemitsu.com",14044,Oil & Gas Refining & Marketing,,yahoo
437,437,JSNSF,J Sainsbury plc,http://www.about.sainsburys.co.uk,Sainsbury's Store Support Centre 33 Holborn London EC1N 2HT United Kingdom 44 20 7695 6000 http://www.about.sainsburys.co.uk,117000,Grocery Stores,,yahoo
438,438,FCN,"FTI Consulting, Inc.",http://www.fticonsulting.com,"555 12th Street NW Suite 700 Washington, DC 20004 United States 202 312 9100 http://www.fticonsulting.com",6690,Consulting Services,,yahoo
439,439,AEGOF,Aegon N.V.,http://www.aegon.com,Aegonplein 50 The Hague 2591 TV Netherlands 31 70 344 3210 http://www.aegon.com,22000,Insurance—Diversified,,yahoo
440,440,AXS,AXIS Capital Holdings Limited,http://www.axiscapital.com,AXIS House 92 Pitts Bay Road Pembroke HM 08 Bermuda 441-496-2600 http://www.axiscapital.com,1921,Insurance—Property & Casualty,,yahoo
441,441,AEXAF,Atos SE,http://www.atos.net,River Ouest 80 Quai Voltaire Bezons 95870 France 33 1 73 26 00 00 http://www.atos.net,104808,Information Technology Services,,yahoo
442,442,BWXT,"BWX Technologies, Inc.",http://www.bwxt.com,"800 Main Street 4th Floor Lynchburg, VA 24504 United States 434 522 3800 http://www.bwxt.com",6700,Aerospace & Defense,,yahoo
443,443,THUPY,Thule Group AB (publ),http://www.thulegroup.com,FosievÃ¤gen 13 MalmÃ¶ 214 31 Sweden 46 4 06 35 90 00 http://www.thulegroup.com,2600,Leisure,,yahoo
444,444,PPC,Pilgrim's Pride Corporation,http://www.pilgrims.com,"1770 Promontory Circle Greeley, CO 80634-9038 United States 970 506 8000 http://www.pilgrims.com",58900,Packaged Foods,,yahoo
445,445,PSHZF,"Pershing Square Holdings, Ltd.",http://www.pershingsquareholdings.com,"787 Eleventh Avenue 9th Floor New York, NY 10019 United States 212-813-3700 http://www.pershingsquareholdings.com",0,,,yahoo
446,446,JEXYF,Jiangsu Expressway Company Limited,http://www.jsexpressway.com,6 Xianlin Avenue Nanjing 210049 China 86 25 8446 0835 http://www.jsexpressway.com,5456,Infrastructure Operations,,yahoo
447,447,VMI,"Valmont Industries, Inc.",http://www.valmont.com,"One Valmont Plaza Omaha, NE 68154-5215 United States 402 963 1000 http://www.valmont.com",10844,Conglomerates,,yahoo
448,448,SLFPY,Standard Life Aberdeen plc,http://www.standardlifeaberdeen.com,1 George Street Edinburgh EH2 2LL United Kingdom  http://www.standardlifeaberdeen.com,6029,Asset Management,,yahoo
449,449,UFPI,"Universal Forest Products, Inc.",http://www.ufpi.com,"2801 East Beltline Avenue, NE Grand Rapids, MI 49525 United States 616 364 6161 http://www.ufpi.com",12000,Lumber & Wood Production,,yahoo
450,450,PCG-PD,Pacific Gas and Electric Company,http://www.pge.com,"77 Beale Street PO Box 770000 San Francisco, CA 94177 United States 415 973 7000 http://www.pge.com",23992,,,yahoo
451,451,EXLS,"ExlService Holdings, Inc.",http://www.exlservice.com,"320 Park Avenue 29th Floor New York, NY 10022 United States 212-277-7100 http://www.exlservice.com",34000,Information Technology Services,,yahoo
452,452,CTXAY,Ampol Limited,http://www.ampol.com.au,"29-33 Bourke Road Alexandria, NSW 2015 Australia 61 2 9250 5000 http://www.ampol.com.au",8100,Oil & Gas Refining & Marketing,,yahoo
453,453,MCARY,"Mercari, Inc.",http://www.mercari.com,"Roppongi Hills Mori Tower 6-10-1, Roppongi Minato-ku Tokyo 106-6118 Japan  http://www.mercari.com",1752,Internet Retail,,yahoo
454,454,EBR,Centrais Elétricas Brasileiras S.A. - Eletrobras,http://www.eletrobras.com,"Rua da Quitanda, 196 9th Floor Centro Rio De Janeiro, RJ 20091-005 Brazil 55 21 2514 4637 http://www.eletrobras.com",12160,Utilities—Regulated Electric,,yahoo
455,455,GTES,Gates Industrial Corporation plc,http://www.gates.com,"1144 Fifteenth Street Denver, CO 80202 United States 303 744 1911 http://www.gates.com",14300,Specialty Industrial Machinery,,yahoo
456,456,MP,MP Materials Corp.,http://www.mpmaterials.com,"6720 Via Austi Parkway Suite 450 Las Vegas, NV 89119 United States 702 844 6111 http://www.mpmaterials.com",277,Other Industrial Metals & Mining,,yahoo
457,457,RYKKY,"Ryohin Keikaku Co., Ltd.",http://ryohin-keikaku.jp,4-26-3 Higashi-Ikebukuro Toshima-ku Tokyo 170-8424 Japan  http://ryohin-keikaku.jp,0,Department Stores,,yahoo
458,458,AGNCN,AGNC Investment Corp.,http://www.agnc.com,"2 Bethesda Metro Center 12th Floor Bethesda, MD 20814 United States 301 968 9315 http://www.agnc.com",50,REIT—Mortgage,,yahoo
459,459,ZLAB,Zai Lab Limited,http://www.zailaboratory.com,"Jinchuang Plaza Building 1, Fourth Floor 4560 Jinke Road Pudong Shanghai 201210 China 86 21 6163 2588 http://www.zailaboratory.com",1194,Biotechnology,,yahoo
460,460,IRSHF,iShares Core S&P/TSX Capped Composite Index ETF,http://www.blackrock.com/ca/individual/en/products/239837/ishares-sptsx-capped-composite-index-etf,"161 Bay Street Suite 2500 PO Box 614 Toronto, ON M5J 2S1 Canada 416-643-4000 http://www.blackrock.com/ca/individual/en/products/239837/ishares-sptsx-capped-composite-index-etf",0,,,yahoo
461,461,BTLCY,British Land Company Plc,http://www.britishland.com,York House 45 Seymour Street London W1H 7LX United Kingdom 44 20 7486 4466 http://www.britishland.com,613,REIT—Diversified,,yahoo
462,462,PB,"Prosperity Bancshares, Inc.",http://www.prosperitybankusa.com,"Prosperity Bank Plaza 4295 San Felipe Houston, TX 77027 United States 281 269 7199 http://www.prosperitybankusa.com",3625,Banks—Regional,,yahoo
463,463,FIGS,"FIGS, Inc.",http://www.wearfigs.com,"2834 Colorado Avenue Suite 100 Santa Monica, CA 90404 United States 424 300 8330 http://www.wearfigs.com",206,Apparel Manufacturing,,yahoo
464,464,BBAGF,BB Biotech AG,http://www.bbbiotech.ch/en/bb-biotech/,Seestrasse 16 Kusnacht 8700 Switzerland 41 44 267 67 00 http://www.bbbiotech.ch/en/bb-biotech/,10,,,yahoo
465,465,EQC-PD,Equity Commonwealth,http://www.eqcre.com,"Two North Riverside Plaza Suite 2100 Chicago, IL 60606 United States 312-646-2800 http://www.eqcre.com",28,REIT—Office,,yahoo
466,466,IPGDF,IGO Limited,http://www.igo.com.au,"South Shore Centre Suite 4, Level 5 85 South Perth Esplanade South Perth Perth, WA 6151 Australia 61 8 9238 8300 http://www.igo.com.au",0,Other Industrial Metals & Mining,,yahoo
467,467,TUIFY,TUI AG,http://www.tuigroup.com/de-de,Karl-Wiechert-Allee 4 Hanover 30625 Germany 49 511 566 00 http://www.tuigroup.com/de-de,46518,Travel Services,,yahoo
468,468,CMS-PB,Consumers Energy Company,http://www.consumersenergy.com,"One Energy Plaza Jackson, MI 49201 United States 517-788-0550 http://www.consumersenergy.com",7617,Utilities—Regulated Electric,,yahoo
469,469,OZON,Ozon Holdings PLC,http://www.ozon.ru,"Arch. Makariou III 9th Floor 2-4, Capital Center Nicosia 1065 Cyprus 357 7 4952 321000 http://www.ozon.ru",14834,Internet Retail,,yahoo
470,470,MDNDF,"McDonald's Holdings Company (Japan), Ltd.",http://www.mcd-holdings.co.jp,Shinjuku i-Land Tower 6-5-1 Nishi-Shinjuku Shinjuku-ku Tokyo 163-1339 Japan 81 3 6911 6000 http://www.mcd-holdings.co.jp,2083,Restaurants,,yahoo
471,471,GSHD,"Goosehead Insurance, Inc",http://www.goosehead.com,"Building 4 Suite 4500 1500 Solana Boulevard Westlake, TX 76262 United States 214 838 5500 http://www.goosehead.com",943,Insurance—Diversified,,yahoo
472,472,ATUS,"Altice USA, Inc.",http://www.alticeusa.com,"1 Court Square West Long Island City, NY 11101 United States 516-803-2300 http://www.alticeusa.com",8900,Telecom Services,,yahoo
473,473,OCDX,Ortho Clinical Diagnostics Holdings plc,http://www.orthoclinicaldiagnostics.com,"1001 Route 202 Raritan, NJ 08869 United States 908 218 8000 http://www.orthoclinicaldiagnostics.com",4700,Diagnostics & Research,,yahoo
474,474,BC,Brunswick Corporation,http://www.brunswick.com,"26125 North Riverwoods Boulevard Suite 500 Mettawa, IL 60045-3420 United States 847-735-4700 http://www.brunswick.com",14382,Leisure,,yahoo
475,475,MARA,"Marathon Patent Group, Inc.",http://www.marathondh.com,"1180 North Town Center Drive Suite 100 Las Vegas, NV 89144 United States 702 945 2773 http://www.marathondh.com",3,Capital Markets,,yahoo
476,476,TMRAY,Tomra Systems ASA,http://www.tomra.com,Drengsrudhagen 2 Asker 1385 Norway 47 66 79 91 00 http://www.tomra.com,4300,Waste Management,,yahoo
477,477,SHWGY,Shandong Weigao Group Medical Polymer Company Limited,http://www.weigaogroup.com,Torch Hi-Tech Science Park 18 Xingshan Road Weihai 264210 China 86 63 1562 1999 http://www.weigaogroup.com,10792,Medical Instruments & Supplies,,yahoo
