active_group_links,active_group_names,distributor_links,distributor_names,former_group_links,former_group_names,founded,founders,hangul,industry,key_people,key_people_links,link,locations,name,other_names,parternship_links,parternship_names,socials,soloist_links,soloist_names,subsidiary_links,subsidiary_names,type,websites
https://kpop.fandom.com//wiki/DIA_(group),DIA,,"Interpark,LOEN Entertainment,Banana Plan",,,2007,Kim Kwang Soo,,,,,https://kpop.fandom.com/wiki/MBK_Entertainment,"Seoul, South Korea",MBK Entertainment,,,,"https://www.facebook.com/officialmbkent,https://twitter.com/officialmbkent,https://www.youtube.com/channel/UCgxJhO66X-95iZGe4a_ku3Q",,,,,Unlisted,
"https://kpop.fandom.com//wiki/LA_POEM,https://kpop.fandom.com//wiki/CNEMA","LA POEM,CNEMA",,Dreamus,,,2020,,모스뮤직,,,,https://kpop.fandom.com/wiki/Moss_Music,South Korea,Moss Music,MOSS MUSIC,,,"https://post.naver.com/my.nhn?memberNo=moss-music,https://tv.naver.com/mossmusic",,,,,Subsidiary,
https://kpop.fandom.com//wiki/TRI.BE,TRI.BE,,,,,"February 26, 2020",Lee Jung-min,멜로우엔터테인먼트,,,,https://kpop.fandom.com/wiki/Mellow_Entertainment,"Seoul, South Korea",Mellow Entertainment,,,,"https://www.instagram.com/mellow_ent/,https://twitter.com/mellow_enter",,,,,Private,
,,,,,,March 2020,,,,,,https://kpop.fandom.com/wiki/MILES,,MILES,,,,,,,,,Subsidiary,
,,,Sony Music Entertainment Korea,,,2011,Hong Sung Yong,마피아레코드,,,,https://kpop.fandom.com/wiki/Mafia_Records,"Seoul, South Korea",Mafia Records,,,,"https://www.facebook.com/recordmafia,https://twitter.com/mafiarecord2011",,,,,Private,
,,,Kakao M,,,"October 31, 2014",,,,,,https://kpop.fandom.com/wiki/MAKEUS_Entertainment,"Seoul, South Korea",MAKEUS Entertainment,,,,"https://www.facebook.com/makeusent,https://www.instagram.com/makeus_ent/,https://twitter.com/MAKEUS_Ent,https://www.youtube.com/channel/UCihqDiBUjaLOK2cPd_qg9EQ",,,,,Subsidiary,
"https://kpop.fandom.com//wiki/4MEN,https://kpop.fandom.com//wiki/BlingBling","4MEN,BlingBling",,,,,"August 28, 2017",,,,,,https://kpop.fandom.com/wiki/MAJOR9,"Seoul, South Korea",MAJOR9,,,,"https://www.facebook.com/Official.Major9,https://www.instagram.com/major9_official/,https://twitter.com/major9_official,https://www.youtube.com/user/EntTheVIBE","https://kpop.fandom.com//wiki/Ben,https://kpop.fandom.com//wiki/Kim_Dong_Jun,https://kpop.fandom.com//wiki/KASPER","Ben,Kim Dong Jun,KASPER",,,Unlisted,
"https://kpop.fandom.com//wiki/KITE,https://kpop.fandom.com//wiki/PURPLEBECK","KITE,PURPLEBECK",,,,,"February 6, 2014",,,,,,https://kpop.fandom.com/wiki/Majesty_Entertainment,"Seoul, South Korea",Majesty Entertainment,MAJESTY Entertainment,,,"https://www.facebook.com/majestyena,https://www.instagram.com/majesty_entertainment/,https://twitter.com/EntMajesty,https://www.youtube.com/channel/UCqRpXkNqKMorR8zq8KofcSg",,,,,Private,
,,,,,,"August 5, 2009",Lee Jang Eon,,,,,https://kpop.fandom.com/wiki/Liveworks_Company,"Seoul, South Korea",Liveworks Company,,,,"https://www.facebook.com/liveworkscompany,https://post.naver.com/my.nhn?memberNo=45273516,https://twitter.com/LIVEWORKSCO,https://www.youtube.com/user/LIVEWORKSCP",https://kpop.fandom.com//wiki/Shin_Hye_Sung,Shin Hye Sung,,,Private,
"https://kpop.fandom.com//wiki/Hashtag,https://kpop.fandom.com//wiki/NOIR_(group),https://kpop.fandom.com//wiki/PURPLE_(group)","Hashtag,NOIR,PURPLE",,Genie Music,,,2004,,,,,,https://kpop.fandom.com/wiki/LUK_Factory,"Seoul, South Korea",LUK Factory,,,,"https://www.facebook.com/LukFactory,https://www.instagram.com/lukfactory_official/,https://www.youtube.com/channel/UCroFt_ypwCVMOcnq5KfjXfg",,,,,Private,
https://kpop.fandom.com//wiki/Dustin,Dustin,,OGAM Entertainment,,,1982,Lee Sul,,,,,https://kpop.fandom.com/wiki/LPA_Entertainment,"Incheon, South Korea",LPA Entertainment,Lee Sul Performance Artcompany,,,,,,,,Unlisted,
"https://kpop.fandom.com//wiki/Chic_Angel,https://kpop.fandom.com//wiki/ICU,https://kpop.fandom.com//wiki/CHIC%26IDLE,https://kpop.fandom.com//wiki/ZEROSIX","Chic Angel,ICU,CHIC&IDLE,ZEROSIX",,,,,2014,,,,,,https://kpop.fandom.com/wiki/Liz_Entertainment,"Seoul, South Korea",Liz Entertainment,Leez Entertainment,,,"https://www.facebook.com/lezent0011,https://www.instagram.com/lizent0011/,https://twitter.com/leezent0011,https://www.youtube.com/channel/UCNudDEuElvpx0FejYPbuEWA",,,,,,
,,,Stone Music Entertainment,,,2019,,,,,,https://kpop.fandom.com/wiki/LM_Entertainment,"Seoul, South Korea",LM Entertainment,,,,,,,,,,
"https://kpop.fandom.com//wiki/SUPER_JUNIOR,https://kpop.fandom.com//wiki/SUPER_JUNIOR-K.R.Y.,https://kpop.fandom.com//wiki/SUPER_JUNIOR-T,https://kpop.fandom.com//wiki/SUPER_JUNIOR-Happy,https://kpop.fandom.com//wiki/SUPER_JUNIOR-M,https://kpop.fandom.com//wiki/SUPER_JUNIOR-D%26E","SUPER JUNIOR,SUPER JUNIOR-K.R.Y.,SUPER JUNIOR-T,SUPER JUNIOR-Happy,SUPER JUNIOR-M,SUPER JUNIOR-D&E",,,,,"November 6, 2015",,,,,,https://kpop.fandom.com/wiki/Label_SJ,"Seoul, South Korea",Label SJ,,,,,"https://kpop.fandom.com//wiki/Zhoumi,https://kpop.fandom.com//wiki/Kyuhyun,https://kpop.fandom.com//wiki/Ryeowook,https://kpop.fandom.com//wiki/Yesung,https://kpop.fandom.com//wiki/Heechul_(SUPER_JUNIOR),https://kpop.fandom.com//wiki/Sungmin_(SUPER_JUNIOR),https://kpop.fandom.com//wiki/Donghae","Zhoumi,Kyuhyun,Ryeowook,Yesung,Heechul,Sungmin,Donghae",,,,
https://kpop.fandom.com//wiki/ATEEZ,ATEEZ,,"Genie Music,Stone Music Entertainment",,,2016,Kim Gyu Uk,,,,,https://kpop.fandom.com/wiki/KQ_Entertainment,"Seoul, South Korea",KQ Entertainment,,,,"https://www.facebook.com/kqent,https://www.instagram.com/kqent/,https://twitter.com/kqent,https://www.youtube.com/channel/UCQdq-lqPEq_yZ_wP_kuVB9Q",,,,,Private,
,,,,,,"December 7, 2017",Park Chung Min,,,,,https://kpop.fandom.com/wiki/Lionheart_Entertainment,"Seoul, South Korea",Lionheart Entertainment,Lionheart,,,"https://www.facebook.com/lionheartentertainmentasia,https://www.instagram.com/lionheartentertainmentasia/,https://post.naver.com/my.nhn?memberNo=43437812,https://channels.vlive.tv/C1E7A9,https://www.weibo.com/6831391988,https://www.youtube.com/channel/lionheartentertainment",,,,,Subsidiary,
,,,,,,2016,,,,,,https://kpop.fandom.com/wiki/KQ_Produce,"Seoul, South Korea",KQ Produce,KQ PD,,,,"https://kpop.fandom.com//wiki/Babylon,https://kpop.fandom.com//wiki/EDEN","Babylon,EDEN",,,Subsidiary,
https://kpop.fandom.com//wiki/Hi-L,Hi-L,,,,,"July 26, 2016",Baek Jeong-ok,,,,,https://kpop.fandom.com/wiki/Kpop_Live_Entertainment,"Seoul, South Korea",Kpop Live Entertainment,A100 Entertainment (에이백엔터테인먼트),,,https://www.youtube.com/channel/UCbzs2YhuqxfJ3T_4quc9CWg,https://kpop.fandom.com//wiki/Yeim,Yeim,,,Private,
,,,,,,March 2012,Kim Do Hoon,,,,,https://kpop.fandom.com/wiki/WA_Entertainment,"Seoul, South Korea",WA Entertainment,,,,,,,,,Private,
https://kpop.fandom.com//wiki/TRITOPS,Tritops,,,,,"June 25, 2014",,브이엘엔터테인먼트,,,,https://kpop.fandom.com/wiki/VL_Entertainment,"Seoul, South Korea",VL Entertainment,Van Leader Entertainment,,,,,,,,Private,
"https://kpop.fandom.com//wiki/UNIQ,https://kpop.fandom.com//wiki/WJSN,https://kpop.fandom.com//wiki/EVERGLOW,https://kpop.fandom.com//wiki/TEMPEST","YHBOYS,NEXT,NAME,UNIQ,WJSN,EVERGLOW,TEMPEST",,"Genie Music,Stone Music Entertainment",,,June 2009,Hua Du,,,,,https://kpop.fandom.com/wiki/Yue_Hua_Entertainment,"Beijing, China",Yue Hua Entertainment,,,,"https://twitter.com/yhartists,https://www.weibo.com/yuehuamusic,https://www.youtube.com/channel/UCiFqm8xNW7R0cSbL3vqZ4EA,https://www.facebook.com/yuehua.entertainment,https://twitter.com/yhent_korea,https://www.youtube.com/channel/UCDTPlhsjCao8F02EP9HORAA","https://kpop.fandom.com//wiki/Hangeng,https://kpop.fandom.com//wiki/WOODZ,https://kpop.fandom.com//wiki/Mei_Qi,https://kpop.fandom.com//wiki/Xuan_Yi,https://kpop.fandom.com//wiki/Cheng_Xiao,https://kpop.fandom.com//wiki/Choi_Ye_Na","Han Geng,WOODZ,Zhu Zhengting,Meng Meiqi,Xuan Yi,Cheng Xiao,Choi Ye Na",,,Private,
,,,,,,2001,"Hong Won Ki,Kim Jun Hong",,,,,https://kpop.fandom.com/wiki/Zanybros,"Seoul, South Korea",Zanybros,,,,"https://www.facebook.com/zanybros,https://www.instagram.com/zanybros/,https://twitter.com/zanybros",,,,,Unlisted,
https://kpop.fandom.com//wiki/SECRET_NUMBER,SECRET NUMBER,,"Kakao Entertainment,Genie Music",,,"July 1, 2016",,,,,,https://kpop.fandom.com/wiki/Vine_Entertainment,"Seoul, South Korea",Vine Entertainment,,,,"https://www.facebook.com/officialVINEnt,https://www.instagram.com/vineent_official/,https://twitter.com/VineEnt_Music,https://www.youtube.com/channel/UC6JaMtkBWveNrllTFBmnKmA",,,,,Unlisted,
,,,,,,"February 2, 2012",Bang Yoon Tae,,,,,https://kpop.fandom.com/wiki/YNB_Entertainment,"Seoul, South Korea",YNB Entertainment,,,,"https://www.facebook.com/YNBENT,https://twitter.com/ynbent,https://www.youtube.com/user/OFFICIALYNB",,,,,Private,
,,,,,,2018,,,,,,https://kpop.fandom.com/wiki/YGX,"Seoul, South Korea",YGX,,,,"https://www.facebook.com/ygx.official,https://www.instagram.com/ygx_official/",,,,,Subsidiary,
,,,,,,2010,Cho Yoo-myung,,,,,https://kpop.fandom.com/wiki/YMC_Entertainment,"Seoul, South Korea",YMC Entertainment,,,,,,,,,Subsidiary,
,,,,,,May 2005,,YG언더그라운드,,,,https://kpop.fandom.com/wiki/YG_Underground,"Seoul, South Korea",YG Underground,,,,,,,,,Subsidiary,
,,,Avex Trax,,,July 2011,Yang Hyun Suk,,,,,https://kpop.fandom.com/wiki/YGEX,"Tokyo, Japan",YGEX,,,,,,,,,,
,,,,,,"November 15, 1996",,YG플러스,,,,https://kpop.fandom.com/wiki/YG_PLUS,"Seoul, South Korea",YG PLUS,,,,https://post.naver.com/my.nhn?memberNo=43210428,,,,,Public,
,,,,,,2008,Go Eun Kyung,YG케이플러스,,,,https://kpop.fandom.com/wiki/YG_KPLUS,"Seoul, South Korea",YG KPLUS,K-Plus,,,"https://www.facebook.com/YGKPLUS,https://blog.naver.com/kplusmodel,https://channels.vlive.tv/FBC6D,https://www.youtube.com/channel/UCF_0jz8N3MlTavlspQOj-rw",,,,,,
"https://kpop.fandom.com//wiki/BIGBANG,https://kpop.fandom.com//wiki/WINNER,https://kpop.fandom.com//wiki/IKON,https://kpop.fandom.com//wiki/BLACKPINK,https://kpop.fandom.com//wiki/SECHSKIES,https://kpop.fandom.com//wiki/TREASURE,https://kpop.fandom.com//wiki/BABYMONSTER","BIGBANG,WINNER,IKON,BLACKPINK,SECHSKIES,TREASURE,BABYMONSTER",,,,,"February 24, 1996",Yang Hyun Suk,,,,,https://kpop.fandom.com/wiki/YG_Entertainment,"Seoul, South Korea",YG Entertainment,YGE,https://kpop.fandom.com//wiki/YGEX,YGEX,"https://www.facebook.com/ygfamily,https://twitter.com/ygent_official,https://www.youtube.com/user/YGEntertainment","https://kpop.fandom.com//wiki/G-Dragon,https://kpop.fandom.com//wiki/Taeyang_(BIGBANG),https://kpop.fandom.com//wiki/Daesung,https://kpop.fandom.com//wiki/Bobby,https://kpop.fandom.com//wiki/Jennie,https://kpop.fandom.com//wiki/Mino,https://kpop.fandom.com//wiki/Eun_Ji_Won,https://kpop.fandom.com//wiki/Bang_Ye_Dam,https://kpop.fandom.com//wiki/Lee_Su_Hyun_(AKMU),https://kpop.fandom.com//wiki/Ros%C3%A9,https://kpop.fandom.com//wiki/Lisa","G-Dragon,Taeyang,Daesung,Bobby,Jennie,Mino,Eun Ji Won,Bang Ye Dam,Lee Su Hyun,Rosé,Lisa",,,Public,
,,,YGEX,,,"January 26, 2007",,,,,,https://kpop.fandom.com/wiki/YG_Entertainment_Japan,"Tokyo, Japan",YG Entertainment Japan,YG Japan,,,"https://www.instagram.com/ygentertainment_jp/,https://twitter.com/ygjapanofficial",,,,,Subsidiary,
,,,,,,August 2018,Im Chang Jung,예스아이엠 엔터테인먼트,Entertainment,,,https://kpop.fandom.com/wiki/YES_IM_Entertainment,"Paju-si, Gyeonggi-do, South Korea",YES IM Entertainment,,,,"https://www.instagram.com/yesim_ent/,https://www.youtube.com/channel/UCF1nJ3ZA3QCqJ4N21bjcHjg",https://kpop.fandom.com//wiki/Im_Chang_Jung,Im Chang Jung,,,Private,
,,,"Genie Music,Stone Music Entertainment",,,"July 15, 2019",,월드스타엔터테인먼트,,,,https://kpop.fandom.com/wiki/World_Star_Entertainment,"Seoul, South Korea",World Star Entertainment,,,,"https://www.facebook.com/worldstar.ent,https://www.instagram.com/worldstar.entertainment/,https://post.naver.com/my.nhn?memberNo=48027495,https://www.youtube.com/channel/UCZ2DD5e7p5xqhnX3q6_GU_w",,,,,Private,
"https://kpop.fandom.com//wiki/S.I.S,https://kpop.fandom.com//wiki/BOTOPASS","S.I.S,BOTOPASS",,Kakao M,,,"October 13, 2014",,,,,,https://kpop.fandom.com/wiki/XX_Entertainment,"Seoul, South Korea",XX Entertainment,Double X Entertainment,,,"https://www.facebook.com/xxent.official,https://www.instagram.com/xx_ent/,https://twitter.com/xxent_",https://kpop.fandom.com//wiki/Nody_Cika,Nody Cika,,,Unlisted,
"https://kpop.fandom.com//wiki/INFINITE,https://kpop.fandom.com//wiki/INFINITE_F,https://kpop.fandom.com//wiki/Golden_Child,https://kpop.fandom.com//wiki/Rocket_Punch,https://kpop.fandom.com//wiki/DRIPPIN","INFINITE,INFINITE F,Golden Child,Rocket Punch,DRIPPIN",,Kakao Entertainment,,,"October 1, 2003",Lee Jung-yeop,울림 엔터테인먼트,,,,https://kpop.fandom.com/wiki/Woollim_Entertainment,"Seoul, South Korea",Woollim Entertainment,,,,"https://www.facebook.com/woolliment,https://twitter.com/woollim_ent,https://www.youtube.com/user/woolliment","https://kpop.fandom.com//wiki/Lee_Su_Jeong,https://kpop.fandom.com//wiki/Woo_Hyun,https://kpop.fandom.com//wiki/Kwon_Eun_Bi","Lee Su Jeong,Nam Woo Hyun,Kwon Eun Bi",,,Subsidiary,
"https://kpop.fandom.com//wiki/BYUL,_DAL,https://kpop.fandom.com//wiki/Comma,https://kpop.fandom.com//wiki/Byeol-so,https://kpop.fandom.com//wiki/Dal-so","BYUL, DAL,Comma,Byeol-so,Dal-so",,,,,2019,,예담엔터테인먼트,Music,Kwon Minseo,https://kpop.fandom.com//wiki/Kwon_Minseo,https://kpop.fandom.com/wiki/Yedam_Entertainment,"Seoul, South Korea",Yedam Entertainment,,,,"https://www.facebook.com/ent.yedam,https://www.instagram.com/yedam_official_/",,,,,Private,
"https://kpop.fandom.com//wiki/B1A4,https://kpop.fandom.com//wiki/OH_MY_GIRL,https://kpop.fandom.com//wiki/ONF","B1A4,OH MY GIRL,ONF",,Sony Music,,,2008,Lee Won Min (CEO),,,,,https://kpop.fandom.com/wiki/WM_Entertainment,"Seoul, South Korea",WM Entertainment,,,,"https://twitter.com/WM_ent,https://www.youtube.com/channel/UCACvSkFoyzG8I1QeREBnxAA","https://kpop.fandom.com//wiki/Sandeul,https://kpop.fandom.com//wiki/YooA","Sandeul,YooA",,,Private,
"https://kpop.fandom.com//wiki/Whiteday_(group),https://kpop.fandom.com//wiki/GN,https://kpop.fandom.com//wiki/Yujung_(Whiteday)","Whiteday,Jihye,Yujung",,,,,2018,,더블유디엔터테인먼트,,,,https://kpop.fandom.com/wiki/WD_Entertainment,"Gangnam, Seoul, South Korea",WD Entertainment,,,,"https://www.facebook.com/the.wdent,https://www.instagram.com/wd.ent/,https://blog.naver.com/wdentertainment,https://twitter.com/wd_ent,https://www.youtube.com/channel/UCwlxJ4oVNE-S9Hm4YEg7GeQ",,,,,Subsidiary,
"https://kpop.fandom.com//wiki/DPOP_Friends,https://kpop.fandom.com//wiki/CICI,https://kpop.fandom.com//wiki/Wanshin,https://kpop.fandom.com//wiki/Haneul_(CICI),https://kpop.fandom.com//wiki/MNZ","DPOP Friends,CICI,Won,Haneul,JL",,,,,"July 17, 2018",,업보트엔터테인먼트,,,,https://kpop.fandom.com/wiki/UPVOTE_Entertainment,"Seoul, South Korea",UPVOTE Entertainment,,,,"https://www.facebook.com/upvoteofficial,https://www.instagram.com/upvote_entertainment/,https://twitter.com/UPVOTEent,https://www.youtube.com/channel/UCKUMvfnMBsZBOe8h7ze_hiw","https://kpop.fandom.com//wiki/Sandy_(rapper),https://kpop.fandom.com//wiki/KiKO","Sandy,KiKO",,,Private,
,,,,,,"March 18, 2008",,위닝인사이트,,,,https://kpop.fandom.com/wiki/Winning_Insight,"Seoul, South Korea",Winning Insight,Winning Insight Entertainment,,,https://www.youtube.com/user/WnningInSight,,,,,Private,
,,,,,,"May 16, 2013",,,,,,https://kpop.fandom.com/wiki/Urban_Works_Entertainment,"Seoul, South Korea",Urban Works Entertainment,,,,,,,,,Subsidiary,
https://kpop.fandom.com//wiki/PRISMA,PRISMA,,,,,"April 30, 2018","Charles Fleury, Fabio Urso",,,,,https://kpop.fandom.com/wiki/UnionWave_Entertainment,"Switzerland,South Korea",UnionWave Entertainment,UW Entertainment,,,"https://www.facebook.com/unionwaventertainment,https://www.instagram.com/unionwave/,https://twitter.com/UnionWaveEnt,https://www.youtube.com/user/UnionWaveEntertainment",,,,,,
https://kpop.fandom.com//wiki/Fanxy_Red,Fanxy Red,,"Genie Music,Stone Music Entertainment",,,"March 23, 2018",,,,,,https://kpop.fandom.com/wiki/TOV_Entertainment,"Seoul, South Korea",TOV Entertainment,,,,"https://www.instagram.com/toventertainment/,https://www.facebook.com/globaltov,https://www.weibo.com/1015498873",,,,,Private,
https://kpop.fandom.com//wiki/Withus,withus,,,,,"January 11, 2008",,위드에이치씨,,,,https://kpop.fandom.com/wiki/WithHC,"Seoul, South Korea",withHC,,,,"https://www.facebook.com/withhc,https://www.instagram.com/withhc/,https://blog.naver.com/hcmp2352,https://twitter.com/withhc_official,https://channels.vlive.tv/DA8495,https://www.youtube.com/user/withHCMP",,,,,Private,
,,,,,,,,,,,,https://kpop.fandom.com/wiki/Universal_Music_Korea,"Seoul, South Korea",Universal Music Korea,Universal Music (유니버설뮤직),,,"https://www.facebook.com/universalmusickorea,https://www.instagram.com/universalmusickorea/,https://www.youtube.com/channel/UniversalMusicKorea",,,,,Subsidiary,
"https://kpop.fandom.com//wiki/Secret,https://kpop.fandom.com//wiki/Han_Sun_Hwa,https://kpop.fandom.com//wiki/Song_Ji_Eun,https://kpop.fandom.com//wiki/Jun_Hyo_Seong,https://kpop.fandom.com//wiki/Jung_Ha_Na,https://kpop.fandom.com//wiki/B.A.P,https://kpop.fandom.com//wiki/Him_Chan,https://kpop.fandom.com//wiki/Dae_Hyun,https://kpop.fandom.com//wiki/Youngjae_(singer),https://kpop.fandom.com//wiki/Jong_Up,https://kpop.fandom.com//wiki/Bang_Yong_Guk,https://kpop.fandom.com//wiki/Zelo,https://kpop.fandom.com//wiki/SONAMOO,https://kpop.fandom.com//wiki/Su_Min_(SONAMOO),https://kpop.fandom.com//wiki/Na_Hyun_(SONAMOO),https://kpop.fandom.com//wiki/Hong_Eui_Jin,https://kpop.fandom.com//wiki/Min_Jae_(SONAMOO),https://kpop.fandom.com//wiki/New_Sun,https://kpop.fandom.com//wiki/D.ana,https://kpop.fandom.com//wiki/High.D,https://kpop.fandom.com//wiki/TRCNG","Secret,Han Sun Hwa,Song Ji Eun,Jun Hyo Seong,Jung Ha Na,B.A.P,Him Chan,Dae Hyun,Young Jae,Jong Up,Bang Yong Guk,Zelo,SONAMOO,Su Min,Na Hyun,Eui Jin,Min Jae,New Sun,D.ana,High.D,TRCNG",,Kakao M,,,"October 8, 2008",Kim Tae Song,티에스이엔티이알,,,,https://kpop.fandom.com/wiki/TS_Entertainment,"Seoul, South Korea",TS Entertainment,,,,"https://www.facebook.com/OFFICIALTSENT,https://twitter.com/ts_enter,https://www.youtube.com/user/TSENT2008",,,,,Private,
"https://kpop.fandom.com//wiki/TO1,https://kpop.fandom.com//wiki/Kep1er","TO1,Kep1er",,"Stone Music Entertainment,Genie Music",,,"February 18, 2014",,웨이크원엔터테인먼트,,,,https://kpop.fandom.com/wiki/WAKEONE,South Korea,WAKEONE,Wake One Entertainment,,,"https://www.facebook.com/wakeone.offcl,https://www.instagram.com/wakeone.offcl/,https://twitter.com/wakeone_offcl","https://kpop.fandom.com//wiki/Ha_Hyun_Sang,https://kpop.fandom.com//wiki/Mia_(singer),https://kpop.fandom.com//wiki/Roy_Kim,https://kpop.fandom.com//wiki/Jo_Yu_Ri","Ha Hyun Sang,Mia,Roy Kim,Jo Yu Ri",,,Subsidiary,
,,,,,,"March 18, 1997",Park Jang Sun,,,,,https://kpop.fandom.com/wiki/TodayArt,"Seoul, South Korea",TodayArt,,,,,,,,,Private,
"https://kpop.fandom.com//wiki/TEEN_TOP,https://kpop.fandom.com//wiki/UP10TION,https://kpop.fandom.com//wiki/MCND","TEEN TOP,UP10TION,MCND",,Kakao Entertainment,,,July 2005,,,,,,https://kpop.fandom.com/wiki/TOP_Media,"Seoul, South Korea",TOP Media,T.O.P Media,,,"https://www.facebook.com/topmediastar,https://www.instagram.com/topmedia_official/,https://twitter.com/TOPmedia_Kr,https://www.youtube.com/user/TOPmediaStar","https://kpop.fandom.com//wiki/Eric_(SHINHWA),https://kpop.fandom.com//wiki/Lee_Jin_Hyuk,https://kpop.fandom.com//wiki/Kim_Woo_Seok","Eric,Lee Jin Hyuk,Kim Woo Seok",,,Private,
https://kpop.fandom.com//wiki/GWSN,GWSN,,Sony Music,,,2016,,더웨이브뮤직,,,,https://kpop.fandom.com/wiki/The_Wave_Music,"Seoul, South Korea",The Wave Music,,,,"https://www.facebook.com/the.wave.music.ent,https://twitter.com/the_wave_music",,,https://kpop.fandom.com//wiki/The_Wave_E%26M,(formerly Wellmade Yedang) (2018–present),Subsidiary,
,,,,,,2008,Gibeck Lee (SXIVA),스튜디오 호랑이굴,,,,https://kpop.fandom.com/wiki/Tiger_Cave,"Seoul, South Korea",Tiger Cave,TIGERCAVE,,,https://www.instagram.com/tigercave_official/,,,,,,
,,,,,,July 2014,Oh Won Chul (Philip Oh),,,,,https://kpop.fandom.com/wiki/The_Music_Works_Entertainment,"5F, 13, Seolleung-ro 145-GIL, Gangnam-gu, Seoul, South Korea",The Music Works Entertainment,"The Music Works,Music Works",,,"https://www.facebook.com/officialmusicworks,https://www.instagram.com/officialmwent/,https://twitter.com/official_mwent,https://www.youtube.com/user/MUSICWORKSOFFICIAL",https://kpop.fandom.com//wiki/Clo,Clo,,,Subsidiary,
https://kpop.fandom.com//wiki/HOT_TEEN,HOT TEEN,,,,,,,,,,,https://kpop.fandom.com/wiki/TIPTOP_Entertainment,South Korea,TIPTOP Entertainment,,,,"https://www.facebook.com/TiptopEntertainment,https://www.instagram.com/tiptop_ent3820/,https://www.youtube.com/channel/UCOGdwJA4oVXWoM0-YRlah4Q",,,,,Private,
,,,YG PLUS,,,May 2016,Teddy,,,,,https://kpop.fandom.com/wiki/The_Black_Label,"Seoul, South Korea",The Black Label,TBL,,,"https://www.facebook.com/OfficialTHEBLACKLABEL,https://www.instagram.com/theblacklabel_official/,https://twitter.com/THEBLACKLABEL_","https://kpop.fandom.com//wiki/Zion.T,https://kpop.fandom.com//wiki/Somi_(singer),https://kpop.fandom.com//wiki/Vince","Zion.T,Somi,Vince",,,Subsidiary,
,,,Kakao Entertainment,,,"April 17, 2015",,,,,,https://kpop.fandom.com/wiki/Sublime_Artist_Agency,"Sinsa-dong, Gangnam-gu, Seoul, South Korea",Sublime Artist Agency,,,,"https://www.instagram.com/sublimeartist/,https://post.naver.com/my.nhn?memberNo=42267011,https://twitter.com/sublimeartist_,https://channels.vlive.tv/A80AE5,https://www.youtube.com/channel/UCUGk7eoqphXlSLh-NYhcRkw",,,,,,
"https://kpop.fandom.com//wiki/DAY6,https://kpop.fandom.com//wiki/DAY6_(Even_of_Day),https://kpop.fandom.com//wiki/Xdinary_Heroes","DAY6,DAY6 (Even of Day),Xdinary Heroes",,Dreamus,,,January 2015,J.Y. Park,스튜디오 J,,,,https://kpop.fandom.com/wiki/Studio_J,"Seoul, South Korea",Studio J,,,,https://www.facebook.com/studioj.live,https://kpop.fandom.com//wiki/Bernard_Park,Bernard Park,,,Subsidiary,
"https://kpop.fandom.com//wiki/A.C.E_(boy_group),https://kpop.fandom.com//wiki/Kep1er","A.C.E,Kep1er",,Stone Music Entertainment,,,"June 8, 2018",,,,,,https://kpop.fandom.com/wiki/Swing_Entertainment,"Seoul, South Korea",Swing Entertainment,,,,"https://www.instagram.com/official_swing/,https://twitter.com/Official_SWING,https://www.youtube.com/channel/UC7eHynJ83ypIf_586YR5lqQ","https://kpop.fandom.com//wiki/Kim_Jaehwan,https://kpop.fandom.com//wiki/Natty","Kim Jaehwan,Natty",,,Subsidiary,
"https://kpop.fandom.com//wiki/JBJ,https://kpop.fandom.com//wiki/Fromis_9,https://kpop.fandom.com//wiki/Wanna_One,https://kpop.fandom.com//wiki/X1,https://kpop.fandom.com//wiki/IN2IT,https://kpop.fandom.com//wiki/SG_Wannabe,https://kpop.fandom.com//wiki/TO1","JBJ,fromis_ 9,Wanna One,X1,IN2IT,SG Wannabe,TO1",,,,,"April 3, 2018",,,,,,https://kpop.fandom.com/wiki/Stone_Music_Entertainment,"Seoul, South Korea",Stone Music Entertainment,,,,"https://www.facebook.com/stonemusicent,https://www.instagram.com/stonemusicent/,https://tv.kakao.com/channel/56198,https://www.tiktok.com/@stonemusicent,https://twitter.com/StoneMusicEnt,https://www.youtube.com/user/CJENMMUSIC","https://kpop.fandom.com//wiki/Kevin_Oh,https://kpop.fandom.com//wiki/Park_Boram,https://kpop.fandom.com//wiki/Heize,https://kpop.fandom.com//wiki/Eric_Nam,https://kpop.fandom.com//wiki/Kim_Feel,https://kpop.fandom.com//wiki/Roy_Kim,https://kpop.fandom.com//wiki/Ha_Hyun_Sang","Kevin Oh,Park Boram,Heize,Eric Nam,Kim Feel,Roy Kim,Ha Hyun Sang",,,Subsidiary,
,,,Dreamus,,,"June 21, 2008",,,,,,https://kpop.fandom.com/wiki/Starit_Entertainment,"Seoul, South Korea",Starit Entertainment,,,,"https://www.facebook.com/staritenter,https://www.instagram.com/STARITENT/,https://tv.naver.com/dmostent,https://channels.vlive.tv/DCB44F,https://www.youtube.com/channel/UCaDt2GTxEoOlDVXSszt1kQQ","https://kpop.fandom.com//wiki/Jisook,https://kpop.fandom.com//wiki/Narsha,https://kpop.fandom.com//wiki/Youngjae_(singer),https://kpop.fandom.com//wiki/SE7EN","Jisook,Narsha,Youngjae,SE7EN",,,Private,
