CEO,active_artist_links,active_artist_names,active_artist_partnership_periods,active_group_links,active_group_names,active_group_partnership_periods,active_groups,artists_count,employees,former_artist_links,former_artist_names,former_artist_partnership_periods,former_group_links,former_group_names,former_group_partnership_periods,former_groups,founded,founders,groups_count,hometown,introduction,link,name,native_names,parent_company,parent_company_link,revenue,socials,subsidiary_links,subsidiary_names
,,,,,,,,0,,,,,https://kpopping.com/profiles/group/MADTOWN,MADTOWN,2016 - 2017,,2016,,0,Seoul,GNi Entertainment (GNi엔터테인먼트) is a South Korean entertainment agency.,https://kpopping.com/company/GNi-Entertainment,GNi Entertainment,GNi엔터테인먼트,,,,,,
Kwon Shi Bong,,,,,,,,0,,,,,https://kpopping.com/profiles/group/F-ve-Dolls,F-ve Dolls,2010 - 2012,,2010,,0,Seoul,"GM Contents Media (지엠콘텐츠미디어) is a Korean entertainment agency, subsidiary of Mnet Media, managed by CEO Kwon Shi Bong. In December 2012, all the artist under the label moved to Core Contents Media.",https://kpopping.com/company/GM-Contents-Media,GM Contents Media,지엠콘텐츠미디어,,,,,,
,https://kpopping.com/profiles/idol/Park-Hyo-Shin,Park Hyo Shin,2016 - Present,,,,,1,,,,,,,,,2016,,0,Seoul,Glove Entertainment (글러브 엔터테인먼트) is a South Korean entertainment company.,https://kpopping.com/company/Glove-Entertainment,Glove Entertainment,"글러브 엔터테인먼트,グローブエンターテインメント",,,,"https://www.facebook.com/Glove-Entertainment-1785706061649789,https://twitter.com/gloveent,https://www.instagram.com/,https://www.youtube.com/Gloveent,http://gloveent.com/glove/",,
,https://kpopping.com/profiles/idol/Hoya,Hoya,2017 - Present,,,,,1,,,,,,,,,2015,,0,Seoul,Glorious Entertainment (글로리어스 엔터테인먼트) is a South Korean entertainment company.,https://kpopping.com/company/Glorious-Entertainment,Glorious Entertainment,"글로리어스 엔터테인먼트,グロリアスエンターテインメント",,,,"https://www.facebook.com/gloriousEnter,https://www.vlive.tv/channel/DE2421,https://www.instagram.com/glorious_enter,https://www.youtube.com/channel/UCL-N4YppPkJZkFDKBX29opw,http://glorious.co.kr/",,
,,,,,,,,0,,https://kpopping.com/profiles/idol/NO-EL,NO:EL,2021 - 2021,,,,,2021,No:el,0,Seoul,Glitched Company (글리치 드 컴퍼니) is a South Korean entertainment agency founded in 2021 by No:el.,https://kpopping.com/company/Glitched-Company,Glitched Company,"글리치 드 컴퍼니,グリッチカンパニー",,,,"https://www.instagram.com/glitched_company,https://www.youtube.com/channel/UChHyHwAW1Jn_O9NlWRoBUUw",,
,"https://kpopping.com/profiles/idol/Ahryung,https://kpopping.com/profiles/idol/Seulgi3,https://kpopping.com/profiles/idol/Grex,https://kpopping.com/profiles/idol/Jimin7","Ahryung,Seulgi,Grex,Jimin","2021 - Present,2021 - Present,2021 - Present,2021 - Present",,,,,4,,,,,,,,,2021,,0,Seoul,"GKMNEO, an abbreviation of Global K Media Neo is a South Korean entertainment agency.",https://kpopping.com/company/GKMNEO,GKMNEO,"GKMNEO,GKMNEO",,,,"https://twitter.com/GkmneoO,https://www.instagram.com/gkmneo,https://www.youtube.com/c/GKMNEOofficial,https://www.tiktok.com/@gkmneo_official?,https://gkmneo.wixsite.com/gkmneo",,
,,,,,,,,0,,"https://kpopping.com/profiles/idol/Dokka,https://kpopping.com/profiles/idol/Minhyuk6,https://kpopping.com/profiles/idol/K-Bean","Dokka,Minhyuk,K-Bean","2017 - 2017,2017 - 2017,2017 - 2017",,,,,2016,,0,Seoul,GINI STARS Entertainment (지니스타즈) is a South Korean entertainment agency.,https://kpopping.com/company/GINI-STARS-Entertainment,GINI STARS Entertainment,지니스타즈,,,,,,
Park Eonjeong,"https://kpopping.com/profiles/idol/J-Hoon,https://kpopping.com/profiles/idol/Gunmin,https://kpopping.com/profiles/idol/Heedo,https://kpopping.com/profiles/idol/Yurim,https://kpopping.com/profiles/idol/Yuji,https://kpopping.com/profiles/idol/Haeun,https://kpopping.com/profiles/idol/Jinseok","J-Hoon,Gunmin,Heedo,Yurim,Yuji,Haeun,Jinseok","2014 - Present,2014 - Present,2014 - Present,2017 - Present,2017 - Present,2017 - Present,2019 - Present","https://kpopping.com/profiles/group/B-I-G,https://kpopping.com/profiles/group/Gunmin-X-Heedo,https://kpopping.com/profiles/group/3YE,https://kpopping.com/profiles/group/Triple7","B.I.G,Gunmin X Heedo,3YE,Triple7","2014 - Present,2018 - Present,2019 - Present,2021 - Present",,7,,"https://kpopping.com/profiles/idol/Benji,https://kpopping.com/profiles/idol/Minpyo,https://kpopping.com/profiles/idol/Soya,https://kpopping.com/profiles/idol/Sandy,https://kpopping.com/profiles/idol/Hyunmin","Benji,Minpyo,Soya,Sandy,Hyunmin","2014 - 2020,2014 - 2021,2016 - 2021,2017 - 2018,2017 - 2018",https://kpopping.com/profiles/group/Apple-B,Apple.B,2017 - 2018,,2008,,4,Seoul,GH Entertainment (지에이치엔터테인먼트) is a South Korean record label and entertainment agency.,https://kpopping.com/company/GH-Entertainment,GH Entertainment,지에이치엔터테인먼트,,,,"https://www.facebook.com/GHEnt.Official/,https://twitter.com/GHEnt_Official,https://www.youtube.com/user/GHENTofficial,http://www.gh-ent.co.kr/",,
Go Jong-won,https://kpopping.com/profiles/idol/Yuri6,Yuri,2006 - Present,https://kpopping.com/profiles/group/KINGDOM,KINGDOM,2019 - Present,,1,,"https://kpopping.com/profiles/idol/Kady,https://kpopping.com/profiles/idol/Yoon4,https://kpopping.com/profiles/idol/Vivian","Kady,Yoon,Vivian","2017 - 2019,2017 - 2019,2017 - 2019",https://kpopping.com/profiles/group/GeeGu,GeeGu,2017 - 2021,,1998,,1,Seoul,"GF Entertainment (지에프엔터테인먼트), known as NOS Entertainment from 2017 to 2019, is a South Korean record label and entertainment agency. On August 24, 2018, ONO Entertainment and NOS Entertainment (now known as GF Entertainment) announced they had signed an investment contract with the company, which is a subsidiary under KSTAR Group.",https://kpopping.com/company/GF-Entertainment,GF Entertainment,지에프엔터테인먼트,,,,"https://www.youtube.com/channel/UCYpSXc0lScH1VO_kbVqzBcw,http://gfent.co.kr/",,
Kim Hoon-bae,,,,,,,,0,,https://kpopping.com/profiles/idol/Kim-Wan-sun,Kim Wan-sun,2011 - 2011,,,,,1991,,0,Seoul,"Genie Music (Korean: 지니뮤직), a subsidiary of KT Corporation, is a South Korean company that specializes in the production and distribution of music content.",https://kpopping.com/company/Genie-Music,Genie Music,"지니뮤직,ジニーミュージック",,,,https://www.geniemusic.co.kr/,,
,https://kpopping.com/profiles/idol/E-Young,E-Young,2019 - Present,,,,,1,,,,,,,,,2019,E-Young,0,Seoul,Gangwon Music Factory (강원음악공장) is a South Korean entertainment company founded in 2019 by E-Young of After School.,https://kpopping.com/company/Gangwon-Music-Factory,Gangwon Music Factory,"강원음악공장,江原ミュージックファクトリー",,,,,,
,https://kpopping.com/profiles/idol/Park-Soyeon,Park Soyeon,2020 - Present,,,,,1,,,,,,,,,2012,,0,Seoul,Gachi Entertainment (Gachisanchaek Company; 가치산책컴퍼니) is an entertainment company label in South Korea.,https://kpopping.com/company/Gachi-Entertainment,Gachi Entertainment,가치산책컴퍼니,,,,http://gachisc.com/,,
,"https://kpopping.com/profiles/idol/Seohui2,https://kpopping.com/profiles/idol/Nayeon5,https://kpopping.com/profiles/idol/Juwon2,https://kpopping.com/profiles/idol/Yugyeong,https://kpopping.com/profiles/idol/Ayeong2,https://kpopping.com/profiles/idol/Yeonghwa,https://kpopping.com/profiles/idol/Minyeong2,https://kpopping.com/profiles/idol/Seogyeong,https://kpopping.com/profiles/idol/Chaewon7,https://kpopping.com/profiles/idol/Chae-Yeeun,https://kpopping.com/profiles/idol/Gyuhui,https://kpopping.com/profiles/idol/Gyurin,https://kpopping.com/profiles/idol/Suhyeon4,https://kpopping.com/profiles/idol/Hyeonseo,https://kpopping.com/profiles/idol/Najin,https://kpopping.com/profiles/idol/Jion2,https://kpopping.com/profiles/idol/Huijin,https://kpopping.com/profiles/idol/Kim-Yeeun,https://kpopping.com/profiles/idol/Yeeun4,https://kpopping.com/profiles/idol/Sia8,https://kpopping.com/profiles/idol/Seohui,https://kpopping.com/profiles/idol/Juwon,https://kpopping.com/profiles/idol/Seohyeon,https://kpopping.com/profiles/idol/Umi,https://kpopping.com/profiles/idol/Hamin3,https://kpopping.com/profiles/idol/Hyeonseo,https://kpopping.com/profiles/idol/Nayeon4,https://kpopping.com/profiles/idol/Gahyeon2,https://kpopping.com/profiles/idol/Seyeon4,https://kpopping.com/profiles/idol/Eunbin2,https://kpopping.com/profiles/idol/Mingyeong,https://kpopping.com/profiles/idol/Jiyun3,https://kpopping.com/profiles/idol/Suin,https://kpopping.com/profiles/idol/Seojin2,https://kpopping.com/profiles/idol/Chaeeun2,https://kpopping.com/profiles/idol/Sehui,https://kpopping.com/profiles/idol/Seoyun,https://kpopping.com/profiles/idol/Minyeong,https://kpopping.com/profiles/idol/Yueun2,https://kpopping.com/profiles/idol/Somang2,https://kpopping.com/profiles/idol/Sumin6,https://kpopping.com/profiles/idol/Sua9,https://kpopping.com/profiles/idol/Subin8,https://kpopping.com/profiles/idol/Jeongbin,https://kpopping.com/profiles/idol/Naeun4,https://kpopping.com/profiles/idol/Dami8,https://kpopping.com/profiles/idol/Huiwon2,https://kpopping.com/profiles/idol/Minji7,https://kpopping.com/profiles/idol/Jibin,https://kpopping.com/profiles/idol/Eunhye2,https://kpopping.com/profiles/idol/Jueun3,https://kpopping.com/profiles/idol/Yuna7,https://kpopping.com/profiles/idol/Minju7,https://kpopping.com/profiles/idol/Seyeong,https://kpopping.com/profiles/idol/Hyeseon,https://kpopping.com/profiles/idol/Hyeyeong,https://kpopping.com/profiles/idol/Solbi,https://kpopping.com/profiles/idol/Jisu3,https://kpopping.com/profiles/idol/Yumi4,https://kpopping.com/profiles/idol/Somin3,https://kpopping.com/profiles/idol/Dogyeong,https://kpopping.com/profiles/idol/Hojeong,https://kpopping.com/profiles/idol/Ibin,https://kpopping.com/profiles/idol/Seoeun2,https://kpopping.com/profiles/idol/Jeongyeon2,https://kpopping.com/profiles/idol/Shinhye4,https://kpopping.com/profiles/idol/Eunbin3,https://kpopping.com/profiles/idol/Hyoa2,https://kpopping.com/profiles/idol/Mina2,https://kpopping.com/profiles/idol/Hyemin,https://kpopping.com/profiles/idol/Hyeni3,https://kpopping.com/profiles/idol/Jiyeon7,https://kpopping.com/profiles/idol/Jibin2,https://kpopping.com/profiles/idol/Yeonsu,https://kpopping.com/profiles/idol/Eunseon,https://kpopping.com/profiles/idol/Jiin,https://kpopping.com/profiles/idol/Doa2,https://kpopping.com/profiles/idol/Byeongcheol,https://kpopping.com/profiles/idol/Byeongcheol,https://kpopping.com/profiles/idol/Seungbin","Seohui,Nayeon,Juwon,Yugyeong,Ayeong,Yeonghwa,Minyeong,Seogyeong,Chaewon,(Chae) Yeeun,Gyuhui,Gyurin,Suhyeon,Hyeonseo,Najin,Jion,Huijin,(Kim) Yeeun,Yeeun,Sia,Seohui,Juwon,Seohyeon,Umi,Hamin,Hyeonseo,Nayeon,Gahyeon,Seyeon,Eunbin,Mingyeong,Jiyun,Suin,Seojin,Chaeeun,Sehui,Seoyun,Minyeong,Yueun,Somang,Sumin,Sua,Subin,Jeongbin,Naeun,Dami,Huiwon,Minji,Jibin,Eunhye,Jueun,Yuna,Minju,Seyeong,Hyeseon,Hyeyeong,Solbi,Jisu,Yumi,Somin,Dogyeong,Hojeong,Ibin,Seoeun,Jeongyeon,Shinhye,Eunbin,Hyoa,Mina,Hyemin,Hyeni,Jiyeon,Jibin,Yeonsu,Eunseon,Jiin,Doa,Byeongcheol,Byeongcheol,Seungbin","2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present","https://kpopping.com/profiles/group/Nonstop,https://kpopping.com/profiles/group/Perfume,https://kpopping.com/profiles/group/Magic-Girl,https://kpopping.com/profiles/group/ICECREAM,https://kpopping.com/profiles/group/TOP-GIRL,https://kpopping.com/profiles/group/Lemonade,https://kpopping.com/profiles/group/Sparkling,https://kpopping.com/profiles/group/Vanilla,https://kpopping.com/profiles/group/On-Top","Nonstop,Perfume,Magic Girl,ICECREAM,TOP GIRL,Lemonade,Sparkling,Vanilla,On Top","2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present",,80,,,,,,,,,2020,Kim Tae Beom,9,"Gangnam, Seoul","Future Idol Asia (퓨처아이돌아시아), or better known as simply Future Idol (퓨처아이돌), is a temporary subsidiary idol development and entertainment project branch of Rainbow Company. The agency was formed as a project sometime in 2020 for the purpose of debuting teenage idol groups.",https://kpopping.com/company/Future-Idol-Asia,Future Idol Asia,퓨처아이돌아시아,Rainbow Company,https://kpopping.com/company/Rainbow-Company,,"https://www.facebook.com/future_idol-332591134108738,https://www.instagram.com/future_idol_official/,https://www.youtube.com/channel/UCUow-2B1BvQ91eMPBDPYEXQ,https://blog.naver.com/futureidol",,
Han Seung Hoon,"https://kpopping.com/profiles/idol/Yuju2,https://kpopping.com/profiles/idol/Remi,https://kpopping.com/profiles/idol/Remi,https://kpopping.com/profiles/idol/Chaerin,https://kpopping.com/profiles/idol/Bora2,https://kpopping.com/profiles/idol/Jiwon4,https://kpopping.com/profiles/idol/May2","Yuju,Remi,Remi,Chaerin,Bora,Jiwon,May","2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present",https://kpopping.com/profiles/group/Cherry-Bullet,Cherry Bullet,2021 - Present,,7,,,,,,,,,2021,,1,Seoul,"FNC W is a South Korean label that FNC Entertainment established and was launched on February 1, 2021. It is an independent label that specializes in girl groups. Han Seung Hoon, a producer who has been the co-CEO of FNC since March 2018, will be the CEO of FNC W as well.",https://kpopping.com/company/FNC-W,FNC W,,FNC Entertainment,https://kpopping.com/company/FNC-Entertainment,,,,
"Han Seung Ho, Ahn Seok Joon","https://kpopping.com/profiles/idol/Seolhyun,https://kpopping.com/profiles/idol/Hyejeong,https://kpopping.com/profiles/idol/Jaehyun3,https://kpopping.com/profiles/idol/Hun,https://kpopping.com/profiles/idol/Chanmi,https://kpopping.com/profiles/idol/Seunghyub,https://kpopping.com/profiles/idol/Hweseung,https://kpopping.com/profiles/idol/Dongsung","Seolhyun,Hyejeong,Jaehyun,Hun,Chanmi,Seunghyub,Hweseung,Dongsung","2010 - Present,2010 - Present,2011 - Present,2011 - Present,2012 - Present,2013 - Present,2017 - Present,2020 - Present","https://kpopping.com/profiles/group/FT-ISLAND,https://kpopping.com/profiles/group/CNBLUE,https://kpopping.com/profiles/group/AOA,https://kpopping.com/profiles/group/AOA-Black,https://kpopping.com/profiles/group/N-Flying,https://kpopping.com/profiles/group/AOA-Cream,https://kpopping.com/profiles/group/SF9,https://kpopping.com/profiles/group/P1Harmony","FT ISLAND,CNBLUE,AOA,AOA Black,N.Flying,AOA Cream,SF9,P1Harmony","2007 - Present,2009 - Present,2012 - Present,2013 - Present,2013 - Present,2016 - Present,2016 - Present,2020 - Present",,8,64,"https://kpopping.com/profiles/idol/Choi-Jong-hoon,https://kpopping.com/profiles/idol/ChoA,https://kpopping.com/profiles/idol/Mina,https://kpopping.com/profiles/idol/Kwangjin,https://kpopping.com/profiles/idol/Seunghyun,https://kpopping.com/profiles/idol/Jiwoo6,https://kpopping.com/profiles/idol/Juniel,https://kpopping.com/profiles/idol/Youkyung,https://kpopping.com/profiles/idol/Jimin,https://kpopping.com/profiles/idol/Yuna,https://kpopping.com/profiles/idol/Heejun,https://kpopping.com/profiles/idol/Ming-Ming,https://kpopping.com/profiles/idol/Jiwon4,https://kpopping.com/profiles/idol/Bora2,https://kpopping.com/profiles/idol/Yuju2,https://kpopping.com/profiles/idol/Remi,https://kpopping.com/profiles/idol/Chaerin,https://kpopping.com/profiles/idol/Cho-A-Young,https://kpopping.com/profiles/idol/Haeyoon,https://kpopping.com/profiles/idol/May2,https://kpopping.com/profiles/idol/Linlin,https://kpopping.com/profiles/idol/Kokoro,https://kpopping.com/profiles/idol/Ella","Choi Jong hoon,ChoA,Mina,Kwangjin,Seunghyun,Jiwoo,Juniel,Youkyung,Jimin,Yuna,Heejun,Ming Ming,Jiwon,Bora,Yuju,Remi,Chaerin,Cho A Young,Haeyoon,May,Linlin,Kokoro,Ella","2007 - 2019,2009 - 2019,2009 - 2019,2009 - 2018,2009 - 2019,2010 - 2014,2012 - 2016,2012 - 2016,2012 - 2020,2012 - 2021,2013 - 2015,2014 - 2017,2017 - 2021,2017 - 2021,2017 - 2021,2018 - 2021,2018 - 2021,2018 - 2018,2018 - 2021,2018 - 2021,2018 - 2019,2018 - 2019,2018 - 2019","https://kpopping.com/profiles/group/HONEYST,https://kpopping.com/profiles/group/Cherry-Bullet","HONEYST,Cherry Bullet","2017 - 2019,2019 - 2021",,2006,Han Seong Ho,8,Seoul,FNC Entertainment (에프엔씨엔터테인먼트) is a South Korean record label and entertainment agency. It was founded in 2006 as a subsidiary label under Mnet Media as FNC Music. The company changed to its current name in 2012.,https://kpopping.com/company/FNC-Entertainment,FNC Entertainment,에프엔씨엔터테인먼트,,,67.1 Million (2019),"https://www.facebook.com/theofficialfnc,https://twitter.com/FNC_ENT,https://www.youtube.com/user/thefncofficial,https://www.fncent.com/","https://kpopping.com/company/FNC-B,https://kpopping.com/company/FNC-W,https://kpopping.com/company/Hongyi-Entertainment","FNC B,FNC W,Hongyi Entertainment"
,,,,,,,,0,,,,,,,,,2021,,0,Seoul,"FNC B is a South Korean label that will specialize in trot music. FNC B is being established in joint partnership between FNC Entertainment and HOW Entertainment, with each company owning 50 percent of the new label.",https://kpopping.com/company/FNC-B,FNC B,,FNC Entertainment,https://kpopping.com/company/FNC-Entertainment,,,,
,https://kpopping.com/profiles/idol/Hana6,Hana,2021 - Present,,,,,1,,,,,,,,,2015,,0,"Gangnam-gu, Seoul","FN Entertainment (FN 엔터테인먼트) is a Souh Korean entertainment agency, subsidiary of FN Rpublic Co., Ltd.",https://kpopping.com/company/FN-Entertainment,FN Entertainment,"FN 엔터테인먼트,FNエンターテインメント",,,,"https://www.instagram.com/fn_ent_/,https://www.youtube.com/channel/UChI0zCJ-Osy2CBTalB8mQQA?view_as=subscriber,http://www.fnent.co.kr/",,
Lee Ain Sarang,,,,,,,,0,,https://kpopping.com/profiles/idol/Yun-Yudam,Yun Yudam,2016 - 2016,,,,,2011,Lee Ain Sarang,0,"Mapo-gu, Seoul",FM Entertainment (FM 엔터테인먼트; Fly Music Entertainment; Family Music Entertainment) is a record label in South Korea.,https://kpopping.com/company/FM-Entertainment,FM Entertainment,FM 엔터테인먼트,,,,"https://www.facebook.com/flymusicentertainment,https://twitter.com/FMEnt2,https://en.flymusicent.com/",,
,,,,https://kpopping.com/profiles/group/Clazziquai-Project,Clazziquai Project,2002 - Present,,0,,,,,https://kpopping.com/profiles/group/Urban-Zakapa,Urban Zakapa,2009 - 2016,,2002,Kim Byung-chan (Chan Kim),1,Seoul,FLUXUS MUSIC (플럭서스) is an independent record label in Korea.,https://kpopping.com/company/FLUXUS-MUSIC,FLUXUS MUSIC,플럭서스,,,,"https://twitter.com/fluxusmusic,https://www.instagram.com/bitmorethankpop/,https://www.youtube.com/user/fluxus,https://www.fluxus.co.kr/",,
,https://kpopping.com/profiles/idol/Yamada-Noe,Yamada Noe,2020 - Present,,,,,1,,,,,,,,,2020,,0,"Chuo-ku, Niigata City","Flora (Korean: 플로라, Japanese: フローラ) is a Japanese entertainment agency founded in 2020 after the restructuring of AKS was restructured into Vernalossom.",https://kpopping.com/company/Flora,Flora,"플로라,フローラ",,,,https://flora-corp.co.jp/,,
,,,,https://kpopping.com/profiles/group/CNEMA,CNEMA,2021 - Present,,0,,,,,,,,,2018,,1,Seoul,"FLO (플로) is a South Korean production and planning company, subsidiary of Dreamus.",https://kpopping.com/company/FLO,FLO,플로,Dreamus,https://kpopping.com/company/Dreamus,,"https://www.facebook.com/music.flo.official/,https://twitter.com/flo_official,https://www.instagram.com/flo.music.official,https://www.youtube.com/channel/UCaYRc3On_-Sxqm8C6NKChjQ,https://www.music-flo.com/",,
,https://kpopping.com/profiles/idol/Zia2,Zia,2021 - Present,,,,,1,,,,,,,,,2019,,0,Seoul,Flex M (플렉스엠) is a South Korean entertainment company.,https://kpopping.com/company/Flex-M,Flex M,"플렉스엠,フレックスM",Kakao Entertainment,https://kpopping.com/company/Kakao-Entertainment,,"https://www.facebook.com/flexm.official,https://twitter.com/flexm_official,https://www.instagram.com/flexm_official,https://www.youtube.com/channel/UCDzDuwyEt2gxV94F0_wVvwg,http://flex-m.com/",,
,https://kpopping.com/profiles/idol/Nakano-Ikumi,Nakano Ikumi,2020 - Present,,,,,1,,,,,,,,,2012,,0,"Minato-ku, Tokyo","Flave Entertainment (Korean: 플레이브 엔터테인먼트, Japanese: フレーブエンターテインメント) is a Japanese entertainment company founded in 2012.",https://kpopping.com/company/Flave-Entertainment,Flave Entertainment,"플레이브 엔터테인먼트,フレーブエンターテインメント",,,,https://flave.co.jp/,,
Lee Sang Min,"https://kpopping.com/profiles/idol/Kisum,https://kpopping.com/profiles/idol/Huh-Chan-Mi","Kisum,Huh Chan Mi","2019 - Present,2020 - Present",,,,,2,,,,,,,,,2019,,0,Seoul,"FirstOne Entertainment (퍼스트원엔터테인먼트) is a South Korean record label and entertainment agency. It was founded on January 11, 2019.",https://kpopping.com/company/FirstOne-Entertainment,FirstOne Entertainment,퍼스트원엔터테인먼트,,,,"https://www.facebook.com/firstone.ent/,https://www.instagram.com/firstone_ent/,https://www.youtube.com/channel/UCFlegZFz8INK7fFXFWldy6A,https://firstone-ent.com/",,
,,,,,,,,0,,https://kpopping.com/profiles/idol/Jinwoo2,Jinwoo,2018 - 2020,,,,,2014,,0,Seoul,"FineCut Entertainment (화인컷 엔터테인먼트; formerly known as AOF Entertainment) is an entertainment and distribution label in South Korea. FINECUT is a film company founded in 2008 specializing in international sales and marketing, production, financing and acquisition of high-end films. It also actively engages in co-production and financing for director-driven edgy projects from all over the world. In 2014, FINECUT launched its talent agency under the label FineCut Entertainment to represent its actors.",https://kpopping.com/company/FineCut-Entertainment,FineCut Entertainment,화인컷 엔터테인먼트,,,,"https://www.facebook.com/finecutentofficial,https://www.instagram.com/finecut_ent,https://www.youtube.com/channel/UCIxcm21SQB5xbKAuaGh2lZQ,http://finecutent.com/html/main.php",,
Tiger JK,"https://kpopping.com/profiles/idol/Bizzy,https://kpopping.com/profiles/idol/Tiger-JK,https://kpopping.com/profiles/idol/Yoonmirae,https://kpopping.com/profiles/idol/BIBI,https://kpopping.com/profiles/idol/Blacknine","Bizzy,Tiger JK,Yoonmirae,BIBI,Blacknine","2013 - Present,2013 - Present,2013 - Present,2017 - Present,2017 - Present",https://kpopping.com/profiles/group/MFBTY,MFBTY,2013 - Present,,5,,https://kpopping.com/profiles/idol/Junoflo,Junoflo,2016 - 2019,,,,,2013,Tiger JK,1,Seoul,Feel GHood Music (필굿뮤직) is a South Korean record label and entertainment agency founded by rapper Tiger JK & Yoon Mirae in July 2013.,https://kpopping.com/company/Feel-GHood-Music,Feel GHood Music,필굿뮤직,,,,"https://www.facebook.com/Feelghood,https://www.instagram.com/feelghoodmusicofficial/,https://www.youtube.com/user/FeelGhood1,http://feelghood.com/",,
,"https://kpopping.com/profiles/idol/Doi,https://kpopping.com/profiles/idol/Chaelin,https://kpopping.com/profiles/idol/Yoonhye,https://kpopping.com/profiles/idol/Chiayi,https://kpopping.com/profiles/idol/Doah,https://kpopping.com/profiles/idol/Via,https://kpopping.com/profiles/idol/Rayeon","Doi,Chaelin,Yoonhye,Chiayi,Doah,Via,Rayeon","2018 - Present,2018 - Present,2018 - Present,2018 - Present,2018 - Present,2020 - Present,2020 - Present","https://kpopping.com/profiles/group/FLAVOR,https://kpopping.com/profiles/group/FANATICS","FLAVOR,FANATICS","2018 - Present,2019 - Present",,7,,"https://kpopping.com/profiles/idol/Sika,https://kpopping.com/profiles/idol/Hyewon3,https://kpopping.com/profiles/idol/SangA","Sika,Hyewon,SangA","2018 - 2021,2018 - 2019,2018 - 2019",,,,,2013,,2,Seoul,FENT (에프이엔티; short for Fascino Entertainment) is a South Korean entertainment agency.,https://kpopping.com/company/FENT,FENT,에프이엔티,,,,"https://twitter.com/FENT_Dreams,https://channels.vlive.tv/BBE869/home,https://www.youtube.com/channel/UCKzf9jkeeVuyC9hg5qHtQtg",,
,"https://kpopping.com/profiles/idol/Kevin3,https://kpopping.com/profiles/idol/Kim-Kyu-Jong,https://kpopping.com/profiles/idol/Hana5,https://kpopping.com/profiles/idol/Riri","Kevin,Kim Kyu Jong,Hana,Riri","2021 - Present,2021 - Present,2021 - Present,2021 - Present",,,,,4,,,,,,,,,2021,,0,Seoul,"FC ENM (에프씨이엔엠), or FCENM, is a South Korean entertainment company founded in 2021.",https://kpopping.com/company/FC-ENM,FC ENM,에프씨이엔엠,,,,"https://www.facebook.com/fcenmaudition,https://twitter.com/fc_enm/,https://www.instagram.com/fcenm,http://fcenm.co.kr/html/",,
