active_group_links,active_group_names,active_group_periods,active_years,age,albums,awards,birthday,bloodtype,company_links,company_names,company_periods,country,debut,debut_to_1st_win,education,fandom,former_group_links,former_group_names,former_group_periods,full_name,fun_facts,gender,height,hometown,introduction,korean_stage_name,kpopping_rank,languages,native_name,personality_type,profile_link,socials,stage_name,training_period,weight,zodiac_sign
https://kpopping.com/profiles/group/LABOUM,LABOUM,(2014-2021),2014-2021,27 years old,2,0,"May 4, 1994",A,"https://kpopping.com/company/Interpark-Music-Plus,https://kpopping.com/company/NH-Media,https://kpopping.com/company/Nega-Network","Interpark Music Plus,NH Media,Nega Network","September 8, 2021 - present,August 28, 2014 - September 8, 2021,August 28, 2014 - September 8, 2021,August 28, 2014,2014-2021,Korean,1367th,Latte",South Korea,"August 28, 2014",,,Latte,,,,Jung So-yeon,"Soyeon wrote, composed and arranged their song ""Between Us"",Soyeon appeared on JTBC's ""Girl Spirit"",Soyeon's role model is SNSD's Taeyeon",F,"5'4"" (161 cm)","Gwangju, Jeolla-do",,소연,1367th,Korean,정소연,,https://kpopping.com/profiles/idol/Soyeon2,https://www.instagram.com/lsoyeonb/?hl=es,Soyeon,,97 lbs (44 kg),Taurus
,,,,27 years old,0,0,"January 19, 1994",,,,3529th,South Korea,,,,,https://kpopping.com/profiles/group/A-seed,A-seed,(2017-2018),Lee Soyeon,,F,"5'6"" (168 cm)",,Soyeon (소연) is a South Korean singer. She was a member of the girl groups A-Seed and Step Girl.,소연,3529th,,이소연,,https://kpopping.com/profiles/idol/Soyeon6,https://www.instagram.com/l22soyeon/,Soyeon,,,Capricorn
https://kpopping.com/profiles/group/AZER,AZER,(2021),2021,,0,0,,,,,"March 4, 2021,2021,Howon University,4052nd",South Korea,"March 4, 2021",,Howon University,,,,,Park Soyeon,,F,,,"Soyeon (소연) is a South Korean singer, member of the girl group AZER.",소연,4052nd,,박소연,,https://kpopping.com/profiles/idol/Soyeon8,https://www.instagram.com/to.day_is,Soyeon,,,
https://kpopping.com/profiles/group/Busters,Busters,(2017-2021),2017,18 years old,0,0,"January 13, 2003",,https://kpopping.com/company/JTG-Entertainment,JTG Entertainment,"May 19, 2017 - October 1, 2017,2017,School of Performing Arts Seoul,2205th",South Korea,,,School of Performing Arts Seoul,,,,,Park So-yeon,"Her nickname is “dancing queen.”,Her charm is her dimples.,She was a member of Busters before Minjung was added to the group.",F,,,Soyeon (소연) is a South Korean dancer and singer. She was a pre-debut member of the girl group Busters. She left the group in October 2017 and was replaced by Minjung.,소연,2205th,,박소연,,https://kpopping.com/profiles/idol/Soyeon4,https://www.instagram.com/so_yeon_0113/,Soyeon,,,Capricorn
,,,2016-2021,,0,0,,,,,"2016-2021,4347th",South Korea,,,,,https://kpopping.com/profiles/group/BLINDZ,BLINDZ,(2016),Soyeon,,F,,,Soyeon (소연) is a South Korean singer. She was a member of the pre-debut girl group BLINDZ.,소연,4347th,,소연,,https://kpopping.com/profiles/idol/Soyeon7,,Soyeon,,,
https://kpopping.com/profiles/group/T-ARA,T-ARA,"(2009-2017,2020-2021)",2009-2017,34 years old,2,0,"October 5, 1987",B,"https://kpopping.com/company/Think-Entertainment,https://kpopping.com/company/MBK-Entertainment,https://kpopping.com/company/SM-Entertainment","Think Entertainment,MBK Entertainment,SM Entertainment","July 11, 2020 - present,July 29, 2009 - May 7, 2017,January 1, 2007 - August 1, 2007,July 29, 2009,2009-2017,Korean,Anyang High School of Arts,582nd",South Korea,"July 29, 2009",,Anyang High School of Arts,,,,,Park So Yeon,"Playing video games, reading and organizing things.",F,"5'4"" (163 cm)","Anyang, Gyeonggi",Soyeon (소연) is a South Korean singer and actress under Think Entertainment. She is a former member of T-ARA and its sub-unit QBS.,박소연,582nd,Korean,Park In Jung,,https://kpopping.com/profiles/idol/Soyeon,"https://twitter.com/sohotmelody,https://www.instagram.com/melodysoyani/",Soyeon,,,Libra
,,,,26 years old,0,0,"November 21, 1995",,https://kpopping.com/company/Jellyfish-Entertainment,Jellyfish Entertainment,"June 28, 2016 - March 31, 2021,Korean,Baekseok Arts University,896th",South Korea,,,Baekseok Arts University,,https://kpopping.com/profiles/group/gugudan,gugudan,(2016-2020),Jang Sojin,,F,"5'8"" (172 cm)",Gwangju,,소이,896th,Korean,장소진,,https://kpopping.com/profiles/idol/Soyee,https://www.instagram.com/imsoyee/,Soyee,,110.2 lbs (50 kg),Scorpio
,,,2015-2021,31 years old,0,0,"May 3, 1990",0,,,"October 16, 2015,2015-2021,Seoul National University of Arts (graduated in 2012),1999th",South Korea,"October 16, 2015",,Seoul National University of Arts (graduated in 2012),,https://kpopping.com/profiles/group/HEXE,HEXE,(2015-2016),Lee So Ye,,F,"5'7"" (170 cm)",Seoul,"Soyeah (소예)	is a South Korean singer. She was a member of the girl group HEXE. She debuted solo on April 4, 2017 with the single ""To.My Star"".",소예,1999th,,이소예,,https://kpopping.com/profiles/idol/Soyeah,"https://www.instagram.com/2.soyeah.2/,https://www.youtube.com/channel/UCFaFLw1mScbxzqZ3nOLaXzg/feed?app=desktop,http://leesoyeah.net/",Soyeah,,108 lbs (49 kg),Taurus
,,,2019-2021,,0,0,,,,,"June 27, 2019,2019-2021,3491st",South Korea,"June 27, 2019",,,,https://kpopping.com/profiles/group/Yellow-Bee,Yellow Bee,(2017-2020),,,F,"5'4"" (163 cm)","Suwon, Gyeonggi-do",Soye (소예) is a South Korean singer. She is a former member of the girl group Yellow Bee.,소예,3491st,,,,https://kpopping.com/profiles/idol/Soye,"https://twitter.com/YELLOWBEE__Soye,https://www.instagram.com/r__quartz_/",Soye,,,
,,,2008-2021,31 years old,6,0,"April 2, 1990",B,"https://kpopping.com/company/GH-Entertainment,https://kpopping.com/company/Urban-Works-Entertainment","GH Entertainment,Urban Works Entertainment","January 1, 2016 - December 1, 2021,January 1, 2014 - September 10, 2015,2008-2021,Korean,1835th",South Korea,,,,,https://kpopping.com/profiles/group/Soya-n-Sun,Soya n' Sun,(2010-2012),Kim So-ya,,F,"5'4"" (163 cm)",Seoul,"Soya (소야) is a South Korean singer. She was a member of the duo Soya n' Sun. She made her solo debut on November 16, 2010 with the single ""Loving Everyday"".",소야,1835th,Korean,김소야,,https://kpopping.com/profiles/idol/Soya,https://www.instagram.com/soya_42/,Soya,,101.4 lbs (46 kg),Aries
https://kpopping.com/profiles/group/PoshGirls,PoshGirls,(2021),2018-2021,23 years old,0,0,"June 3, 1998",0,https://kpopping.com/company/No-1-Media,No.1 Media,"January 1, 2021 - June 1, 2021,2018-2021,3019th",South Korea,,,,,https://kpopping.com/profiles/group/AZM,AZM,(2018-2019),,,F,"5'3"" (160 cm)",,"Sowon (소원) is a South Korean singer. She was a member of the girl group AZM. She was added as a new member on October 18, 2018 and left the group in early 2019.",소원,3019th,,,,https://kpopping.com/profiles/idol/Sowon2,,Sowon,,,Gemini
,,,2015-2021,26 years old,0,0,"December 7, 1995",A,"https://kpopping.com/company/IOK-Company,https://kpopping.com/company/Source-Music","IOK Company,Source Music","August 2, 2021 - present,September 1, 2014 - May 22, 2021,January 18, 2015,380 days,2015-2021,Korean, Japanese,2010 - 2015,Sungshin Women’s University,INFP,152nd,BUDDY",South Korea,"January 18, 2015",380 days,Sungshin Women’s University,BUDDY,https://kpopping.com/profiles/group/GFRIEND,GFRIEND,(2015-2021),Kim So-jung,"Sowon mentioned in Idol Room ep. 34 that she is 172.8cm (5’8.3″) and her legs are 113cm (3’8″). She is said to have one of the longest pair of legs among female idols,Sowon is close to Twice‘ Nayeon and Pristin‘s Nayoung,According to KARD's J.Seph, Sowon is like his little sister.,Sowon was a trainee at DSP and she trained along KARD members.,She graduated from Hanlim Multi Art School.,Sowon appeared in Rainbow's music video for the songs ""Tell Me Tell Me"" and ""To Me"",Sowon was a trainee for 5 years, 4 years under DSP Media and 1 year at Source Music.,Sowon visited North Korea when she was in the 5th grade.",F,"5'8"" (173 cm)",Seoul,"Sowon (소원) also known as Kim So-jung (김소정) is a South Korean singer rapper. She is the leader and rapper of GFriend, which is under Source Music. She was born in Eunpyeong-gu, Seoul, South Korea and has one older sister.",소원,152nd,"Korean,Japanese",김소정,INFP,https://kpopping.com/profiles/idol/Sowon,https://www.instagram.com/onedayxne/,Sowon,2010 - 2015,112.4 lbs (51 kg),Sagittarius
,,,2011-2021,28 years old,0,0,"February 22, 1993",,,,"October 28, 2011,2011-2021,3985th",South Korea,"October 28, 2011",,,,https://kpopping.com/profiles/group/Clinah,Clinah,(2011-2012),Lee Soun,,F,"5'2"" (158 cm)",,Soun (소운) is a South Korean drummer. She was a member of the girl group Clinah. She left the band before disbandment.,소운,3985th,,이소운,,https://kpopping.com/profiles/idol/Soun,,Soun,,,Pisces
,,,2014-2021,30 years old,0,0,"July 3, 1991",B,https://kpopping.com/company/Ecube-Media,Ecube Media,"January 1, 2016 - December 31, 2016,2014-2021,5273rd",South Korea,,,,,,,,Kim Seola,,F,"5'4"" (163 cm)",,"Soul:A (소울:에이) formelly known as Leni (레니) and Kim Ahyun (김아현) is a South Korean singer under Dalgona Music. She ranked #82 in Episode 5 of Produce 101 Season 1 and was eliminated. Before Produce 101, Seola was a contestant on Super Star K 6.",소울:에이,5273rd,,김설아,,https://kpopping.com/profiles/idol/Soul-A,"https://www.instagram.com/just_a_hyun,https://www.tiktok.com/@babysoula91",Soul:A,,,Cancer
https://kpopping.com/profiles/group/GWSN,GWSN,(2018-2021),2018-2021,20 years old,0,0,"March 14, 2001",0,"https://kpopping.com/company/The-Wave-Music,https://kpopping.com/company/MILES,https://kpopping.com/company/Kiwi-Pop","The Wave Music,MILES,Kiwi Pop","April 1, 2021 - present,April 1, 2020 - March 31, 2021,September 5, 2018 - April 1, 2020,September 5, 2018,2018-2021,Korean, Chinese,2017-2018,Juang Jing Vocational School,1639th,Groos",Taiwan,"September 5, 2018",,Juang Jing Vocational School,Groos,,,,Wang Chingyi,"Her motto is “Don’t be afraid, just look forward"".,She can do splits and she is very good at playing limbo.,In GWSN's lore, Soso's assigned animal is a tiger.",F,"5'6"" (167 cm)",Taipei,,소소,1639th,"Korean,Chinese",王靖儀,,https://kpopping.com/profiles/idol/Soso,,Soso,2017-2018,,Pisces
,,,"2010-2012,2014-2021",,0,0,,,,,"May 17, 2010,2010-2012,2014-2021,5284th",South Korea,"May 17, 2010",,,,https://kpopping.com/profiles/group/SongCryGirlz,SongCryGirlz,(2010-2015),,,F,,,Soseon (소선) is a South Korean singer. She was a member of the girl group SongCryGirlz. She left the group in 2012.,소선,5284th,,,,https://kpopping.com/profiles/idol/Soseon,,Soseon,,,
,,,2015-2021,25 years old,1,0,"November 18, 1996",A,https://kpopping.com/company/Cube-Entertainment,Cube Entertainment,"January 1, 2013 - November 16, 2021,March 19, 2015,2015-2021,Thai, English, Korean, Chinese,Korea Kent Foreign School,ISFJ,372nd,Cheshire",Thailand,"March 19, 2015",,Korea Kent Foreign School,Cheshire,https://kpopping.com/profiles/group/CLC,CLC,(2015-2021),Chonnasorn Sajakul,"She can play the flute and the guitar.,Sorn's Father used to be an actor but now he works for a high-ranking politician in Thailand.,Sorn is closest to Seunghee.,According to Sorn, Got7's Bambam is like a brother to her.,Sorn’s favourite color is sky blue and she doesn’t like orange, yellow and red.,Sorn is addicted to coffee. (from her show “PRODUSORN” on Youtube),Sorn went to KIS International School when she lived in Thailand.,Sorn appeared in G.NA's ""Party Lingerie"" Music Video.,Sorn loves drawing and scrapbooking. She is also interested in Fashion and designing.,Sorn ended up as a winner in the show ""Kpop Star Hunt"" where the prize was becoming a Cube trainee.",F,"5'5"" (164 cm)",Bangkok,,손,372nd,"Thai,English,Korean,Chinese",ชลนสร สัจจกุล,ISFJ,https://kpopping.com/profiles/idol/Sorn,"https://twitter.com/sssorn_clc,https://www.instagram.com/sssorn_chonnasorn/,https://www.youtube.com/channel/UCOzB7NB3Tr98XVwC8bLm5oA",Sorn,,105.8 lbs (48 kg),Scorpio
,,,2019-2021,23 years old,0,0,"August 9, 1998",,,,"February 23, 2020,2019-2021,3110th",South Korea,"February 23, 2020",,,,https://kpopping.com/profiles/group/Daydream,Daydream,(2019-2020),Kim Sorin,,F,"5'4"" (162 cm)",,"Sorin (소린) is a South Korean singer, member of the girl group Daydream. She left the group on April 1, 2020.",소린,3110th,,김소린,,https://kpopping.com/profiles/idol/Sorin,,Sorin,,,Leo
https://kpopping.com/profiles/group/Beauty-Box,Beauty Box,(2021),2021,,0,0,,,https://kpopping.com/company/BY-U-Entertainment,BY-U Entertainment,"January 1, 2021 - present,September 23, 2021,2021,5006th",South Korea,"September 23, 2021",,,,,,,,,F,,,"Sori (소리) is a South Korean singer under BY-U Entertainment, member of the girl group Beauty Box.",소리,5006th,,,,https://kpopping.com/profiles/idol/Sori3,,Sori,,,
,,,2016-2021,31 years old,5,0,"July 21, 1990",0,,,"2016-2021,Korean, Japanese, Chinese, English,2013 - 2016,Sangmyung University,855th,Sweet Notes (SoriNation)",South Korea,,,Sangmyung University,Sweet Notes (SoriNation),"https://kpopping.com/profiles/group/Real-Girls-Project,https://kpopping.com/profiles/group/CoCoSoRi","Real Girls Project,CoCoSoRi","(2016-2018),(2016-2019)",Kim Sori,"Sori has a lot of celebrity friends like 9Muses Keumjo and Sojin, UNI.T’s Suji, R.G.P’s Jiwon and Yukika as well as Infinite’s Woohyun and Actress Kim Saeron.,Sori participated in YG’s ""Mix Nine"" and placed 7th in the Girls Team.,Sori appeared in Korean drama “Hi! School: Love On” (2014).,Sori’s rolemodel is Shakira.,Sori is fluent in Japanese because she lived in Japan during her childhood.,Sori learned ballet for 14 years as well as break-dancing in University.",F,"5'4"" (163 cm)",Seoul,"Sori (Hangul: 소리) is a South Korean Singer, Youtuber and TV Personality, who made her solo debut on September 3rd, 2018 with ""Touch."" She is also a member of CocoSori and Real Girls Project.",소리,855th,"Korean,Japanese,Chinese,English",김소리,,https://kpopping.com/profiles/idol/SoRi,"https://de-de.facebook.com/cocosori22/,https://twitter.com/KimsoriOfficial,https://www.instagram.com/lovesori_/,https://www.youtube.com/watch?v=Y_2r0r1gnNY&feature=youtu.be,https://www.sori-official.com/",SoRi,2013 - 2016,,Cancer
https://kpopping.com/profiles/group/Shine,Shine,(2010-2021),2010-2021,,0,0,,,,,"May 20, 2010,2010-2021,Sungshin Women’s University with Master of Composition,4605th",South Korea,"May 20, 2010",,Sungshin Women’s University with Master of Composition,,,,,,,F,,,"Sori (소리) is a South Korean keyboardist, member of the girl group Shine. She is a member of Viva as a composer, arranger and pianist, Crossover Fing Girls as a leader and keyboardist and Electronic String Shine as a guest keyboardist.",소리,4605th,,,,https://kpopping.com/profiles/idol/Sori2,https://www.instagram.com/yorisori007/,Sori,,,
https://kpopping.com/profiles/group/Like-Me,Like Me,(2020-2021),2020-2021,26 years old,0,0,"March 10, 1995",,https://kpopping.com/company/Space-Music-Entertainment,Space Music Entertainment,"January 1, 2019 - present,August 17, 2021,2020-2021,2795th",South Korea,"August 17, 2021",,,,https://kpopping.com/profiles/group/Solia,Solia,(2021),Lee So-hyun,,F,,,"Soree (Korean: 소리; Chinese: 昭李), formerly known as Sohyun (소현), is a South Korean singer under Space Music Entertainment, member of the girl group Solia and was a former pre-debut member of Like Me. She is a member of the dance group Remember.",소리,2795th,,이소현,,https://kpopping.com/profiles/idol/Soree,https://www.instagram.com/remember_soree/,Soree,,,Pisces
,,,2012,,0,0,,,,,"2012,4771st",South Korea,,,,,https://kpopping.com/profiles/group/Ilips,Ilips,(? - ?),Yang Sora,,F,"5'4"" (162 cm)",Seoul,SoRa (소라) is a South Korean singer. She was a member of the girl group Ilips.,소라,4771st,,양소라,,https://kpopping.com/profiles/idol/SoRa6,,SoRa,,,
https://kpopping.com/profiles/group/woo-ah,woo!ah!,(2019-2021),2019-2021,18 years old,0,0,"August 30, 2003",0,https://kpopping.com/company/nv-Entertainment,nv Entertainment,"November 1, 2019 - present,May 13, 2020,2019-2021,Japanese, Korean,6 months,INFP,517th,Wow",Japan,"May 13, 2020",,,Wow,,,,Sakata Sora,Sora's role model is TWICE's Mina.,F,"5'2"" (158 cm)",Fukuoka Prefecture,,소라,517th,"Japanese,Korean",酒田空,INFP,https://kpopping.com/profiles/idol/Sora2,,Sora,6 months,,Virgo
,,,2011-2021,32 years old,0,0,"January 24, 1989",,,,"February 16, 2011,2011-2021,4847th",South Korea,"February 16, 2011",,,,https://kpopping.com/profiles/group/HARASORA,HARASORA,(2011-2012),Yoo Sora,,F,"5'5"" (164 cm)",Seoul,Sora (소라) is a South Korean singer. She was a member of the girl duo HARASORA.,소라,4847th,,유소라,,https://kpopping.com/profiles/idol/Sora4,https://twitter.com/persona0124,Sora,,,Aquarius
,,,2012-2021,,0,0,,,,,"July 27, 2012,2012-2021,4781st",South Korea,"July 27, 2012",,,,https://kpopping.com/profiles/group/La-TTE,La_TTE,(2012),,,F,,,Sora (수라) is a South Korean singer. She is a former member of the girl group La_TTE.,수라,4781st,,,,https://kpopping.com/profiles/idol/Sora3,,Sora,,,
,,,2010-2021,33 years old,0,0,"February 24, 1988",,,,"April 13, 2010,2010-2021,Korea National University of Arts,4183rd",South Korea,"April 13, 2010",,Korea National University of Arts,,https://kpopping.com/profiles/group/Vanilla-Lucy,Vanilla Lucy,(2010-2011),Jeong Sora,,F,,"Tongyeong, Gyeongsangnam-do",Sora (소라) is a South Korean saxophonist. She was a member of the girl group Vanilla Lucy.,소라,4183rd,,정소라,,https://kpopping.com/profiles/idol/Sora5,,Sora,,,Pisces
,,,2016-2021,31 years old,0,0,"June 29, 1990",0,"https://kpopping.com/company/KRAZY-Entertainment,https://kpopping.com/company/KRAZY-Entertainment","KRAZY Entertainment,KRAZY Entertainment","May 1, 2018 - December 31, 2019,May 1, 2018 - December 31, 2019,October 20, 2016,2016-2021,English, Korean,1699th",South Korea,"October 20, 2016",,,,"https://kpopping.com/profiles/group/PEACE,https://kpopping.com/profiles/group/Bulldok","PEACE,Bulldok","(2019),(2016-2018)",Park Sora,,F,"5'3"" (160 cm)",,Sora (소라) is a South Korean singer and rapper under KRAZY Entertainment. She is a member and rapper of the girl group PEACE and former member of the girl group BULLDOK.,소라,1699th,"English,Korean",박소라,,https://kpopping.com/profiles/idol/Sora,"https://www.instagram.com/sol_x.x/,http://krazyent.com/sora/",Sora,,88.2 lbs (40 kg),Cancer
,,,2018-2021,,0,0,,,,,"April 30, 2018,2018-2021,Dong-ah Institute of Media and Arts,5216th",South Korea,"April 30, 2018",,Dong-ah Institute of Media and Arts,,,,,Lee Sohyun,,F,,,"Soppy (소피) is a South Korean singer under Star Entertainment who debuted on April 30, 2018 with the single album 나만 안되는가 봐.",소피,5216th,,이소현,,https://kpopping.com/profiles/idol/Soppy,,Soppy,,,
https://kpopping.com/profiles/group/Melody-Pink,Melody Pink,(2019-2021),2018-2021,,0,0,,,,,"October 4, 2018,2018-2021,2185th",Canada,"October 4, 2018",,,,,,,,,F,,,"Sophie (소피), (also known as Haena) is a Canadian singer-songwriter. She was a member of the girl group The Singing Girls (renamed to Melody Pink). She debuted with the group on October 4, 2018 with the performance video of their comeback song ""This Night"" on 1theK. Sophie, however, never performed with the group in the comeback. She left the group in early 2019.",소피,2185th,,,,https://kpopping.com/profiles/idol/Sophie,,Sophie,,,
https://kpopping.com/profiles/group/MaskOT,MaskOT,(2011-2016),2011,31 years old,0,0,"June 22, 1990",,,,"2011,English, Korean, Japanese,Dankook University,3832nd",South Korea,,,Dankook University,,,,,Sohee Sophia,,F,"5'5"" (165 cm)",,Sophia (소피아) is a South Korean singer. She was a member of the girl group MaskOT.,소피아,3832nd,"English,Korean,Japanese",소희 소피아,,https://kpopping.com/profiles/idol/Sophia2,,Sophia,,,Cancer
https://kpopping.com/profiles/group/SSOA,SSOA,(2021),2016-2021,27 years old,0,0,"September 3, 1994",,https://kpopping.com/company/ALLART-Entertainment,ALLART Entertainment,"January 1, 2021 - present,November 15, 2017,2016-2021,English, Korean, Russian,1044th",Russia,"November 15, 2017",,,,https://kpopping.com/profiles/group/O-My-Jewel,O My Jewel,(2017-2018),Sophia Ramazanova,,F,"5'7"" (170 cm)",,Sophia (소피아) is a Russian-Israeli singer. She was a member of the girl group O My Jewel. Was a pre-debut member of Blity.,소피아,1044th,"English,Korean,Russian",София Рамазанова,,https://kpopping.com/profiles/idol/Sophia,https://www.instagram.com/sonysonny03/,Sophia,,,Virgo
https://kpopping.com/profiles/group/THE-HRTZ,THE HRTZ,(2020-2021),2014-2021,,0,0,,,,,"2014-2021,Myongji University (Bachelor of Applied Music),5118th",South Korea,,,Myongji University (Bachelor of Applied Music),,,,,Cheon Jihye,,F,"5'3"" (160 cm)",,"Sophia (소피아) is a South Korean guitarist, member of the co-ed group THE HRTZ. She joined the group after the debut. She was a member of the group ‘Story Seller’ from 2014 to 2016.",소피아,5118th,,천지혜,,https://kpopping.com/profiles/idol/Sophia3,,Sophia,,,
,,,0,31 years old,3,0,"February 10, 1990",0,"https://kpopping.com/company/Saram-Entertainment,https://kpopping.com/company/SM-Entertainment","Saram Entertainment,SM Entertainment","May 7, 2019 - present,August 5, 2007 - October 9, 2017,August 5, 2007,67 days,0,English, Korean, Japanese,2000-2007,ChungAng University,ESFP,229th,Sone",South Korea,"August 5, 2007",67 days,ChungAng University,Sone,https://kpopping.com/profiles/group/Girls-Generation,Girls' Generation,(2007-2017),Choi Soo Young,"Sooyoung loves baseball,Sooyoung lived with BoA when she was promoting in Japan, calling her ""senpai"",Sooyoung is closest to Jessica,Super Junior's Sungmin taught Sooyoung to play the guitar.,Sooyoung's older sister, Choi Soojin, is a musical actress.,Sooyoung earned the nickname ""Shikshin” (God of Food) for her heavy appetite.,Sooyoung trained for 6 years and 3 months.,Sooyoung is considered as the tallest member in Girls Generation",F,"5'8"" (172 cm)",Gwangju,,수영,229th,"English,Korean,Japanese",최수영,ESFP,https://kpopping.com/profiles/idol/Sooyoung,"https://twitter.com/sychoiofficial,https://www.instagram.com/sooyoungchoi/?hl=en,https://www.youtube.com/channel/UC6Uol9FvyP87eJBWNvyq1FQ/featured?view_as=subscriber",Sooyoung,2000-2007,108 lbs (49 kg),Aquarius
,,,2018-2021,,0,0,,,,,"June 1, 2018,2018-2021,4178th",South Korea,"June 1, 2018",,,,https://kpopping.com/profiles/group/YPDA,YPDA,(2018-2021),Lim Sooyeong,,F,,,"Sooyeong (수영) is a South Korean singer. She was a member of the girl group YPDA. She left the group in 2018, shortly after debut.",수영,4178th,,임수영,,https://kpopping.com/profiles/idol/Sooyeong,,Sooyeong,,,
,,,,,0,0,,,,,5550th,South Korea,,,,,,,,Cho Sooyeon,,F,,,Sooyeon (수연) is a South Korean singer. She was in a dance crew named Hydra. She is a contestant on Find Rookie.,수연,5550th,,Cho Sooyeon (조수연),,https://kpopping.com/profiles/idol/Sooyeon3,https://instagram.com/sooyeon4452,Sooyeon,,,
,,,2019-2021,26 years old,0,0,"September 14, 1995",,https://kpopping.com/company/WKS-ENE,WKS ENE,"August 1, 2019 - present,November 11, 2019,2019-2021,Korean,Yonsei University,3448th",South Korea,"November 11, 2019",,Yonsei University,,https://kpopping.com/profiles/group/ILUV,ILUV,(2018-2020),Jung Soo-yeon,,F,"5'7"" (170 cm)",Seoul,Soo Yeon (수연) is a South Korean singer under WKS ENE. She is a member of the girl group ILUV.,수연,3448th,Korean,정수연,,https://kpopping.com/profiles/idol/Sooyeon,,Sooyeon,,105.8 lbs (48 kg),Virgo
,,,2015-2021,29 years old,0,0,"October 15, 1992",,https://kpopping.com/company/Dreamcatcher-Company,Dreamcatcher Company,"January 1, 2016 - present,2015-2021,3173rd",South Korea,,,,,,,,Hwang Soo-yeon,,F,,,Sooyeon (수연) is a South Korean singer. She was a member of the pre-debut girl group Die.A Project. She currently is a member of the dance team Keens. She also uses the stage name Cherish.,수연,3173rd,,황수연,,https://kpopping.com/profiles/idol/Sooyeon2,https://www.instagram.com/hwang__sooyeon/,Sooyeon,,,Libra
,,,2018-2021,20 years old,0,0,"December 11, 2001",,,,"2018-2021,4184th",South Korea,,,,,https://kpopping.com/profiles/group/U-US,U-US,(2017-2019),Hong Sooye,,F,,,Sooye (수예) is a South Korean singer. She was a member of the girl group U-US. She joined the group in 2018.,수예,4184th,,홍수예,,https://kpopping.com/profiles/idol/Sooye,,Sooye,,,Sagittarius
,,,2019-2021,,0,0,,,https://kpopping.com/company/Hi-Lite-Records,Hi-Lite Records,"April 1, 2020 - present,2019-2021,2631st",South Korea,,,,,,,,,,F,,,Soovi (수비) is a South Korean singer who debuted under THRDKULTURKID in 2019.,수비,2631st,,,,https://kpopping.com/profiles/idol/Soovi,"https://www.instagram.com/asianminiature/,https://soundcloud.com/subidubii/fallin-for-you",Soovi,,,
,,,2018-2021,,0,0,,,,,"2018-2021,4159th",South Korea,,,,,https://kpopping.com/profiles/group/BaBa,BaBa,(2015-2020),,,F,,,Sooreem (수림) is a South Korean singer. She is a member of the girl group BaBa.,수림,4159th,,,,https://kpopping.com/profiles/idol/Sooreem,https://www.instagram.com/baba_sooreem/,Sooreem,,,
,,,,28 years old,0,0,"February 16, 1993",A,,,"Korean,3726th",South Korea,,,,,https://kpopping.com/profiles/group/S-E-T,S.E.T,(2017),Yoon Bona,,F,"5'3"" (160 cm)",,Soon.E is a member of the girl group S.E.T.,,3726th,Korean,윤보나,,https://kpopping.com/profiles/idol/Soon-E,https://twitter.com/SETsoone?s=09,Soon.E,,,Aquarius
,,,,37 years old,0,0,"October 5, 1984",AB,,,"July 8, 2016,4558th",South Korea,"July 8, 2016",,,,,,,Lee Soo Min,,F,"5'4"" (162 cm)",,"Soomin (수민) is a South Korean singer, actress and a television personality. She was a member of the girl group C.I.V.A. She was previously active as a theatrical actress on stage and on screen.",수민,4558th,,이수민,,https://kpopping.com/profiles/idol/Soomin4,https://www.instagram.com/soomini007,Soomin,,,Libra
,,,2012-2021,,0,0,,,,,"May 2, 2019,2012-2021,Korea Broadcasting Art School (Dance Major),4558th",South Korea,"May 2, 2019",,Korea Broadcasting Art School (Dance Major),,https://kpopping.com/profiles/group/GROW-B,GROW.B,(2012-2019),Yoo Soomin,,F,"5'6"" (168 cm)",,"Soomin (수민) is a South Korean singer and dancer, member of the girl group GROW.B and the dance group BETTER SWAGG.",수민,4558th,,유수민,,https://kpopping.com/profiles/idol/Soomin3,"https://twitter.com/soominmin_Yoo,https://www.instagram.com/m67min,https://www.tiktok.com/@betterswagg_min,https://www.instagram.com/betterswagg_min",Soomin,,,
,,,2016-2021,22 years old,0,0,"March 28, 1999",0,"https://kpopping.com/company/MYSTIC-Story,https://kpopping.com/company/FAVE-Entertainment,https://kpopping.com/company/Fantagio-Music","MYSTIC Story,FAVE Entertainment,Fantagio Music","January 1, 2019 - August 7, 2020,January 1, 2017 - September 1, 2018,January 1, 2016 - April 26, 2016,2016-2021,1394th",South Korea,,,,,,,,Lee Soo-min,,F,"5'6"" (167 cm)",,Lee Soomin (이수민) is a South Korean trainee currently under MYSTIC Story. She is a member of the trainee group MYSTIC Rookies. She is best known for being a contestant on Produce 101 and MIXNINE.,수민,1394th,,이수민,,https://kpopping.com/profiles/idol/Soomin2,https://www.instagram.com/soomsenalee/,Soomin,,,Aries
