active_years,agency_links,agency_names,association_links,association_names,birth_name,birth_place,bloodtype,family,family_links,fandom,fandom_colors,group_debut,height,instruments,legal_name,link,name,occupation,partner_links,partners,socials,solo_debut,weight
2018–present,,,https://kpop.fandom.com//wiki/THE_MAN_BLK,THE MAN BLK,Cheon Seung-ho (천승호),,A,,,,Orange,"November 15, 2018",183 cm (6 ft 0 in),,,https://kpop.fandom.com/wiki/Cheon_Seung_Ho,Cheon Seung Ho,"Singer, rapper, actor",,,https://www.instagram.com/xxurricane/,,65 kg (143 lb)
2021–present,https://kpop.fandom.com//wiki/P_Nation,P Nation,"https://kpop.fandom.com//wiki/P_Nation_LOUD,https://kpop.fandom.com//wiki/LOUD","P Nation LOUD,LOUD",Cheon Jun-Hyeok (천준혁),,O,,,,,,,,,https://kpop.fandom.com/wiki/Cheon_Jun_Hyeok,Cheon Jun Hyeok,"Dancer, singer",,,,,
2016–present,https://kpop.fandom.com//wiki/SM_Entertainment,SM Entertainment,"https://kpop.fandom.com//wiki/NCT,https://kpop.fandom.com//wiki/NCT_Dream,https://kpop.fandom.com//wiki/NCT_U","NCT,NCT Dream,NCT U",Zhōng Chénlè (钟辰乐),"Shanghai, China",O,,,,,"August 24, 2016",179 cm (5 ft 10 in),Piano,,https://kpop.fandom.com/wiki/Chenle,Chenle,Singer,,,https://www.weibo.com/7403383160,,57 kg (126 lb)
2011–present,https://kpop.fandom.com//wiki/SM_Entertainment,SM Entertainment,"https://kpop.fandom.com//wiki/EXO,https://kpop.fandom.com//wiki/EXO-CBX,https://kpop.fandom.com//wiki/EXO-M,https://kpop.fandom.com//wiki/SMTOWN,https://kpop.fandom.com//wiki/S.M._THE_BALLAD","EXO,EXO-CBX,EXO-M,SMTOWN,S.M. THE BALLAD",Kim Jong-dae (김종대),"Siheung, Gyeonggi-do, South Korea",B,,,,,"April 9, 2012",173 cm (5 ft 8 in),,,https://kpop.fandom.com/wiki/Chen,Chen,"Singer, actor",,,https://www.youtube.com/channel/UC5vXjgHeenPq0lTSokouxdA,"April 1, 2019",
2018–present,https://kpop.fandom.com//wiki/New_Planet_Entertainment,New Planet Entertainment,https://kpop.fandom.com//wiki/H.U.B,H.U.B,Han Che-hee (한체희),"Incheon, South Korea",,,,,,"April 16, 2018",,,,https://kpop.fandom.com/wiki/Chehee,Chehee,Singer,,,"https://www.instagram.com/hanchehee/,https://www.youtube.com/channel/UC_lf_sAZDt0YPDA-haxeNaQ",,
2010–present,https://kpop.fandom.com//wiki/C9_Entertainment,C9 Entertainment,"https://kpop.fandom.com//wiki/Masterpiece,https://kpop.fandom.com//wiki/Unpretty_Rapstar_Season_1,https://kpop.fandom.com//wiki/Produce_101,https://kpop.fandom.com//wiki/Produce_101_Season_2,https://kpop.fandom.com//wiki/Produce_48,https://kpop.fandom.com//wiki/Produce_X_101","Blacklist,Masterpiece,Unpretty Rapstar,Produce 101,Produce 101 Season 2,Produce 48,Produce X 101",Kim Eun-young (김은영),"Busan, South Korea",,,,,,"July 8, 2010",,,,https://kpop.fandom.com/wiki/Cheetah,Cheetah,Rapper,[None],Nam Yeon Woo,"https://www.facebook.com/cheetahofficial,https://www.instagram.com/dhdldzlzl/,https://twitter.com/BL_Cheetah","June 27, 2014",
2016–present,"https://kpop.fandom.com//wiki/Starship_Entertainment,https://kpop.fandom.com//wiki/Yue_Hua_Entertainment","Starship Entertainment,Yue Hua Entertainment","https://kpop.fandom.com//wiki/WJSN,https://kpop.fandom.com//wiki/Y_TEEN,https://kpop.fandom.com//wiki/Sunny_Girls","WJSN,Y TEEN,Sunny Girls",Chéng Xiāo (程瀟),"Shenzhen, China",B,,,,,"February 25, 2016",167 cm (5 ft 6 in),,,https://kpop.fandom.com/wiki/Cheng_Xiao,Cheng Xiao,"Singer, actress",,,"https://www.instagram.com/chengxiao_0715/,https://twitter.com/chengxiao_0715,https://www.weibo.com/chengxiao0715","December 28, 2020",47 kg (104 lb)
2016–present,,,,,Cha You-jung (차유정),South Korea,,,,,,,,,,https://kpop.fandom.com/wiki/Chayou,Chayou,"Singer, model, DJ",,,https://www.instagram.com/chayou_0531/,,
2019–present,https://kpop.fandom.com//wiki/Oneworld_Entertainment,Oneworld Entertainment,https://kpop.fandom.com//wiki/AWEEK,AWEEK,Kim Sung-woo (김성우),"Namyangju, Gyeonggi-do, South Korea",B,,,,,"January 31, 2019",177 cm (5 ft 10 in),,,https://kpop.fandom.com/wiki/Chawon,Chawon,Singer,,,https://www.youtube.com/channel/UCLGlRsYkzbMonXdvfaUYhcQ,"November 15, 2021",61 kg (134 lb)
2017-present,,,https://kpop.fandom.com//wiki/AWESOME_(group),AWESOME,,,,,,,,"February 16, 2017",,,,https://kpop.fandom.com/wiki/Chealin,Chealin,Singer,,,,,
2012-present,https://kpop.fandom.com//wiki/TOP_Media,TOP Media,"https://kpop.fandom.com//wiki/100%25_(group),https://kpop.fandom.com//wiki/100%25_V","100%,100% V",Kim Chan-yong (김찬용),,,,,,,"September 18, 2012",,,,https://kpop.fandom.com/wiki/Chanyong_(100%25),Chanyong,"Singer, rapper",,,"https://www.instagram.com/kimchanyong2/,https://twitter.com/100per_yongyong",,
2018–present,https://kpop.fandom.com//wiki/MLD_Entertainment,MLD Entertainment,,,Chantal Videla,"Manila, Philippines",,,,,,,168 cm (5 ft 6 in),,,https://kpop.fandom.com/wiki/Chantal_Videla,Chantal Videla,"Trainee, actress, model",,,"https://www.facebook.com/itsmeChantalVidela,https://www.instagram.com/itsmaria.chantal/,https://www.tiktok.com/@chantalvidela,https://static.wikia.nocookie.net/kpop/images/c/c0/YouTube_Icon.png/revision/latest?cb=20190809234333",,
2012–present,https://kpop.fandom.com//wiki/SM_Entertainment,SM Entertainment,"https://kpop.fandom.com//wiki/EXO,https://kpop.fandom.com//wiki/EXO-K,https://kpop.fandom.com//wiki/EXO-SC,https://kpop.fandom.com//wiki/SMTOWN","EXO,EXO-K,EXO-SC,SMTOWN",Park Chan-yeol (박찬열),"Seoul, South Korea",A,"Park Sung-jin,Lee Young-mi,Park Yoo-ra","[None, None, None]",,,"April 9, 2012",184 cm (6 ft 0 in),"Guitar, piano",,https://kpop.fandom.com/wiki/Chanyeol,Chanyeol,"Rapper, singer, actor, songwriter, composer, producer",,,"https://www.instagram.com/real__pcy/,https://soundcloud.com/realpcysc",,71 kg (157 lb)
2006–present,https://kpop.fandom.com//wiki/JYP_Entertainment,JYP Entertainment,https://kpop.fandom.com//wiki/2PM,2PM,Hwang Chan-sung (황찬성),"Seongdong-gu, Seoul, South Korea",B,,,,,"September 4, 2008",184 cm (6 ft 0 in),,,https://kpop.fandom.com/wiki/Chansung,Chansung,"Singer, songwriter, rapper, actor",,,"https://www.instagram.com/hwang_chan222/,https://twitter.com/2PMagreement211,https://www.weibo.com/2pmchansung","May 23, 2018",
2013-present,,,,,Ku Chang-mo (구창모),,A,,,,,,183 cm (6 ft 0 in),,,https://kpop.fandom.com/wiki/Changmo_(rapper),Changmo,"Rapper, producer",,,"https://www.instagram.com/changmo_/,https://soundcloud.com/changmo",Solo debut,76 kg (168 lb)
2012–present,https://kpop.fandom.com//wiki/FNC_Entertainment,FNC Entertainment,"https://kpop.fandom.com//wiki/AOA,https://kpop.fandom.com//wiki/AOA_Cream","AOA,AOA Cream",Kim Chan-mi (김찬미),"Gumi, Gyeongsangbuk-do, South Korea",AB,,,,,"August 9, 2012",166 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Chanmi_(AOA),Chanmi,Singer,,,,,49 kg (108 lb)
2021–present,,,https://kpop.fandom.com//wiki/Black_Level,Black Level,Lee Chan-wook (이찬욱),,,,,,,,,,,https://kpop.fandom.com/wiki/Chanha,Chanha,Singer,,,https://www.instagram.com/iam._.chanha/,,
2016–present,https://kpop.fandom.com//wiki/Choeun_Entertainment,Choeun Entertainment,"https://kpop.fandom.com//wiki/24K,https://kpop.fandom.com//wiki/T.A.N,https://kpop.fandom.com//wiki/MIXNINE,https://kpop.fandom.com//wiki/Wild_Idol","24K,T.A.N,MIXNINE,Wild Idol",Lee Chang-sun (이창선),South Korea,,,,,,"August 11, 2016",177 cm (5 ft 10 in),,,https://kpop.fandom.com/wiki/Changsun,Changsun,Singer,,,"https://www.instagram.com/24k_changsunny/,https://twitter.com/24k_changsunny",,58 kg (128 lb)
2020–present,https://kpop.fandom.com//wiki/New_Planet_Entertainment,New Planet Entertainment,https://kpop.fandom.com//wiki/BXK,BXK,Ahn Chan-seung (안찬승),,O,,,,,"November 2, 2020",,,,https://kpop.fandom.com/wiki/Chanseung,Chanseung,Singer,,,https://www.instagram.com/xxan_win/,,
2010-present,https://kpop.fandom.com//wiki/TOP_Media,TOP Media,https://kpop.fandom.com//wiki/TEEN_TOP,TEEN TOP,Choi Jong-hyun (최종현),,B,,,,,"July 9, 2010",179 cm,,,https://kpop.fandom.com/wiki/Changjo,Changjo,"Singer, actor",,,"https://www.instagram.com/t.changjo/,https://twitter.com/whdgus1004,https://www.youtube.com/channel/UCwkS7yKqolX2arIIhly2XOA",,58 kg
2019–present,,,https://kpop.fandom.com//wiki/NTX,NTX,Ji Chang-hun (지창훈),"Gangdong-gu, Seoul, South Korea",A,,,,,"March 30, 2021",175cm,,,https://kpop.fandom.com/wiki/Changhun,Changhun,Singer,,,,,55kg
2021–present,,,https://kpop.fandom.com//wiki/W.A.O,W.A.O,,"Yangsan, Gyeongsangnam-do, South Korea",,,,,,"April 22, 2021",175 cm (5 ft 9 in),,,https://kpop.fandom.com/wiki/Changhyun_(W.A.O),Changhyun,Rapper,,,,,
2017–present,https://kpop.fandom.com//wiki/JYP_Entertainment,JYP Entertainment,"https://kpop.fandom.com//wiki/Stray_Kids,https://kpop.fandom.com//wiki/3RACHA","Stray Kids,3RACHA",Seo Chang-bin (서창빈),"Yongin, Gyeonggi-do, South Korea",O,,,,,"March 25, 2018",167 cm (5 ft 6 in),,,https://kpop.fandom.com/wiki/Changbin_(Stray_Kids),Changbin,"Rapper, singer, producer, songwriter, composer",,,,,
2016-present,,,https://kpop.fandom.com//wiki/UNVS,UNVS,Song Chang-gyu (송창규),,O,,,,,"February 23, 2020",173 cm (5 ft 8 in),,,https://kpop.fandom.com/wiki/Chang_Gyu,Chang Gyu,Singer,,,https://www.weibo.com/5938219588,,56 kg (123 lb)
2010–present,"https://kpop.fandom.com//wiki/KONNECT_Entertainment,https://kpop.fandom.com/#cite_note-1,https://kpop.fandom.com//wiki/Million_Market,https://kpop.fandom.com//wiki/Brand_New_Music,https://kpop.fandom.com//wiki/Duble_Kick_Entertainment","KONNECT Entertainment,[1],Million Market,Brand New Music,Duble Kick Entertainment",https://kpop.fandom.com//wiki/Duble_Sidekick,Duble Sidekick,,"Seoul, South Korea",,,,,,,,,,https://kpop.fandom.com/wiki/Chancellor,Chancellor,"Singer-songwriter, producer",,,"https://www.facebook.com/dearchancellor,https://www.instagram.com/chancellorofficial/,https://twitter.com/dearchancellor,https://www.youtube.com/channel/UCIcjOmEJRRt0ERWCSxrdgKQ",,
2008–present,"https://kpop.fandom.com//wiki/YG_Entertainment,https://kpop.fandom.com//wiki/Fantagio_Music","YG Entertainment,Fantagio Music",https://kpop.fandom.com//wiki/IKON,iKON,Jung Chan-woo (정찬우),"Yongin, Gyeonggi, South Korea",A,,,,,"September 15, 2015",,,,https://kpop.fandom.com/wiki/Chan_(iKON),Chan,"Singer, actor",,,"https://www.instagram.com/chan_w000/,https://twitter.com/iKON_chan_w000,https://www.youtube.com/channel/UC1LiTfGNZiweSTu8_NFVi1g",,
2017–present,https://kpop.fandom.com//wiki/Beat_Interactive,Beat Interactive,"https://kpop.fandom.com//wiki/A.C.E_(boy_group),https://kpop.fandom.com//wiki/UNB,https://kpop.fandom.com//wiki/The_Unit","A.C.E,UNB,The Unit",Kang Yu-chan (강유찬),"Jeju, South Korea",O,,,,,"May 23, 2017",177 cm (5 ft 10 in),,,https://kpop.fandom.com/wiki/Chan_(A.C.E),Chan,"Singer, actor",,,,,59 kg (130 lb)
2014–2015,,,https://kpop.fandom.com//wiki/Ye-A,Ye-A,Kim Yoo Hyun (김유현),,A,,,,,,,,,https://kpop.fandom.com/wiki/Chai_(Ye-A),Chai,Singer,,,,,
2018-present,https://kpop.fandom.com//wiki/All-S_Company,All-S Company,"https://kpop.fandom.com//wiki/D-CRUNCH,https://kpop.fandom.com//wiki/Geupsik-Dan","D-CRUNCH,Geupsik-Dan",Kim Chan-young (김찬영),"Ulsan, South Korea",,,,,,"July 10, 2018",178 cm (5 ft 10 in),,,https://kpop.fandom.com/wiki/Chan_Young_(D-CRUNCH),Chan Young,Rapper,,,,,
2012–present,https://kpop.fandom.com//wiki/Cre.ker_Entertainment,Cre.ker Entertainment,https://kpop.fandom.com//wiki/Melody_Day,Melody Day,Park Soo-young (박수영),"Goyang, Gyeonggi-do, South Korea",A,,,,,"February 25, 2014",167 cm (5 ft 6 in),,,https://kpop.fandom.com/wiki/Chahee,Chahee,Singer,,,"https://www.instagram.com/hichaheebye/,https://www.youtube.com/channel/UCqvNh2y4fKML5YMRcwFVOQA","May 6, 2020",47 kg (104 lb)
2019-present,"https://kpop.fandom.com//wiki/WAKEONE,https://kpop.fandom.com//wiki/Stone_Music_Entertainment,https://kpop.fandom.com//wiki/N.CH_Entertainment","WAKEONE,Stone Music Entertainment,n.CH Entertainment","https://kpop.fandom.com//wiki/TO1,https://kpop.fandom.com//wiki/World_Klass","TO1,World Klass",Cho Chan-hyuk (초찬혁),"Cheonan, Chungcheongnam-do, South Korea",O,,,,Red,"April 1, 2020",180 cm (5 ft 11 in),,,https://kpop.fandom.com/wiki/Chan_(TO1),Chan,"Rapper, producer",,,https://soundcloud.com/iriwababa,,62 kg (137 lb)
2015–present,https://kpop.fandom.com//wiki/JYP_Entertainment,JYP Entertainment,"https://kpop.fandom.com//wiki/TWICE,https://kpop.fandom.com//wiki/JYP_Nation,https://kpop.fandom.com//wiki/SIXTEEN_(show)","TWICE,JYP Nation,SIXTEEN",Son Chae-young (손채영),"Seoul, South Korea",B-,Son Jeong-hun,[None],,Red,"October 20, 2015",163 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Chaeyoung_(TWICE),Chaeyoung,"Rapper, singer, songwriter, designer",,,,,46 kg (101 lb)
2015–present,"https://kpop.fandom.com//wiki/MBK_Entertainment,https://kpop.fandom.com//wiki/YMC_Entertainment","MBK Entertainment,YMC Entertainment","https://kpop.fandom.com//wiki/DIA_(group),https://kpop.fandom.com//wiki/BCHCS,https://kpop.fandom.com//wiki/I.O.I,https://kpop.fandom.com//wiki/Produce_101","DIA,BCHCS,I.O.I,Produce 101",Jung Chae-yeon (정채연),"Jorye-dong, Suncheon, Jeollanam-do, South Korea",A,"Jung Myung-eun,Jung Si-yeon","[None, None]",,,"September 14, 2015",166 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Chaeyeon_(DIA),Chaeyeon,"Singer, actress",,,https://www.instagram.com/j_chaeyeoni/,,49 kg (108 lb)
2020–present,https://kpop.fandom.com//wiki/SG_Entertainment,SG Entertainment,"https://kpop.fandom.com//wiki/ALPHA_RAY,https://kpop.fandom.com//wiki/SG_Girls","ALPHA RAY,SG Girls",Lee Chae-yeon (이채연),South Korea,,,,,,,,,,https://kpop.fandom.com/wiki/Chaeyeon_(SG_Girls),Chaeyeon,Trainee,,,,,
2017–2020,"https://kpop.fandom.com//wiki/JTG_Entertainment,https://kpop.fandom.com//wiki/CJ_E%26M_Music","JTG Entertainment,CJ E&M Music","https://kpop.fandom.com//wiki/Busters,https://kpop.fandom.com//wiki/CutieL","Busters,CutieL",Kim Chae-yeon (김채연),"Seoul, South Korea",,,,,,"November 27, 2017",160 cm (5 ft 3 in),,,https://kpop.fandom.com/wiki/Chaeyeon_(Busters),Chaeyeon,Singer,,,,,42 kg (93 lb)
2010–2011,https://kpop.fandom.com//wiki/CLIMIX,CLIMIX,"https://kpop.fandom.com//wiki/S2,https://kpop.fandom.com//wiki/The_Unit","S2,The Unit",Kim Chae-won (김채원),"Incheon, South Korea",O,,,,,"November 4, 2010",164 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Chaewon_(S2),Chaewon,Singer,,,,"February 8, 2017",45 kg (99 lb)
2018–present,https://kpop.fandom.com//wiki/SAI_Entertainment,SAI Entertainment,"https://kpop.fandom.com//wiki/CRAXY,https://kpop.fandom.com//wiki/WishGirls","CRAXY,WishGirls",Song Chae-yeon (송채연),"Seoul, South Korea",,,,,,"March 3, 2020",163 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/ChaeY,ChaeY,Singer,,,https://www.instagram.com/chaey_princess/,,48 kg (106 lb)
2018,,,https://kpop.fandom.com//wiki/SATURDAY,SATURDAY,Kim Chae-won (김채원),"Gwangju, South Korea",B,,,,,,161 cm (5 ft 3 in),,,https://kpop.fandom.com/wiki/Chaewon_(SATURDAY),Chaewon,,,,,,
2015–present,https://kpop.fandom.com//wiki/DSP_Media,DSP Media,"https://kpop.fandom.com//wiki/APRIL,https://kpop.fandom.com//wiki/KARA_Project","APRIL,KARA Project",Kim Chae-won (김채원),"Gongju, South Korea",O,Kim Dong-gun,[None],,,"August 24, 2015",160 cm (5 ft 3 in),,,https://kpop.fandom.com/wiki/Chaewon_(APRIL),Chaewon,Singer,,,https://www.instagram.com/chaeni_0824/,"December 25, 2021",45 kg (99 lb)
2013–present,https://kpop.fandom.com//wiki/JYP_Entertainment,JYP Entertainment,"https://kpop.fandom.com//wiki/ITZY,https://kpop.fandom.com//wiki/SIXTEEN_(show)","ITZY,SIXTEEN",Lee Chae-ryeong (이채령),"Yongin, Gyeonggi-do, South Korea",B,"Lee Chae Yeon,Lee Chae-min","['https://kpop.fandom.com//wiki/Lee_Chae_Yeon', None]",,,"February 12, 2019",168 cm (5 ft 6 in),,,https://kpop.fandom.com/wiki/Chaeryeong,Chaeryeong,"Singer, rapper",,,,,46 kg (101 lb)
2017–present,"https://kpop.fandom.com//wiki/J9_Entertainment,https://kpop.fandom.com//wiki/C9_Entertainment","J9 Entertainment,C9 Entertainment","https://kpop.fandom.com//wiki/Cignature,https://kpop.fandom.com//wiki/GOOD_DAY_(group),https://kpop.fandom.com//wiki/The_Unit","Cignature,GOOD DAY,The Unit",Moon Chae-sol (문채솔),"Yeosu, South Korea",A,,,,,"August 30, 2017",170 cm (5 ft 7 in),,,https://kpop.fandom.com/wiki/Chaesol,Chaesol,Singer,,,,,48 kg (106 lb)
2021-present,,,https://kpop.fandom.com//wiki/ICHILLIN%27,ICHILLIN',Park Chae-rin (박채린),"Gimhae, Gyeongsangnam-do, South Korea",,,,,,"September 8, 2021",160 cm (5 ft 3 in),,,https://kpop.fandom.com/wiki/Chaerin_(ICHILLIN%27),Chaerin,Singer,,,,,
2020–present,,,https://kpop.fandom.com//wiki/HeyGirls,HeyGirls,,South Korea,,,,,,"April 29, 2021",,,,https://kpop.fandom.com/wiki/Chaerin_(HeyGirls),Chaerin,singer,,,,,
2019–present,https://kpop.fandom.com//wiki/FENT,FENT,"https://kpop.fandom.com//wiki/FANATICS,https://kpop.fandom.com//wiki/Produce_101","FANATICS,Produce 101",Lee Chae-lin (이채린),South Korea,A,,,,,"August 6, 2019",162 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Chaelin_(FANATICS),Chaelin,Singer,,,,,47 kg (104 lb)
2012–present,https://kpop.fandom.com//wiki/DSP_Media,DSP Media,"https://kpop.fandom.com//wiki/APRIL,https://kpop.fandom.com//wiki/C.I.V.A,https://kpop.fandom.com//wiki/I.B.I,https://kpop.fandom.com//wiki/PURETTY","APRIL,C.I.V.A,I.B.I,PURETTY",Yoon Chae-kyung (윤채경),"Incheon, South Korea",AB,,,,,"September 5, 2012",161 cm (5 ft 3 in),,,https://kpop.fandom.com/wiki/Chaekyung,Chaekyung,Singer,,,https://www.instagram.com/yunvely_0824/,,43 kg (95 lb)
2011–present,https://kpop.fandom.com//wiki/H2media,H2media,https://kpop.fandom.com//wiki/MYNAME,MYNAME,Chae Jin-suk (채진석),"Seoul, South Korea",B,,,,,,176 cm (5 ft 9 in),,,https://kpop.fandom.com/wiki/Chaejin_(MYNAME),Chaejin,"Singer, actor",,,"https://www.instagram.com/chaejin95/,https://twitter.com/Chae_jin1226",,56 kg (123 lb)
2018–present,https://kpop.fandom.com//wiki/Hunus_Entertainment,Hunus Entertainment,"https://kpop.fandom.com//wiki/Produce_48,https://kpop.fandom.com//wiki/ELRIS","Produce 48,ELRIS",Lee Chae-jeong (이채정),"Yongsan-gu, Seoul, South Korea",AB,,,,,"February 26, 2020 (ELRIS)",164 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Chaejeong,Chaejeong,Singer,,,https://www.instagram.com/chaerishxx/,,48 kg (106 lb)
2017–2020,https://kpop.fandom.com//wiki/Maroo_Entertainment,Maroo Entertainment,https://kpop.fandom.com//wiki/BONUSbaby,BONUSbaby,Park Chae-hyun (박채현),"Namwon, Jeollabuk-do, South Korea",AB,,,,,,163 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Chaehyun_(BONUSbaby),Chaehyun,Singer,,,,,46 kg (101 lb)
2012–present,,,"https://kpop.fandom.com//wiki/LAYSHA,https://kpop.fandom.com//wiki/LXIA","LAYSHA,LXIA",Kim Chae-jin (김채진),,,,,,,"May 12, 2015",177 cm (5 ft 10 in),,,https://kpop.fandom.com/wiki/Chaejin_(LAYSHA),Chaejin,"Singer, dancer",,,https://www.instagram.com/laysha_chaejin/,,52 kg (115 lb)
2015–2016,https://kpop.fandom.com//wiki/Hyunda_Company,Hyunda Company,https://kpop.fandom.com//wiki/Baby_Boo,Baby Boo,Yeo Ji-hyun (여지현),"Gwangmyeong, South Korea",,,,,,"June 5, 2015",166 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Chaei_(Baby_Boo),Chaei,,,,,,
2020–present,,,https://kpop.fandom.com//wiki/Q6IX,Q6IX,,,,,,,,,,,,https://kpop.fandom.com/wiki/Chaehui_(Q6IX),Chaehui,Singer,,,https://www.instagram.com/chaehui_q6ix/,,
2021–present,https://kpop.fandom.com//wiki/Entertainment_CUP,Entertainment CUP,https://kpop.fandom.com//wiki/GIG,GIG,,,A,,,,,,168 cm (5 ft 6 in),,,https://kpop.fandom.com/wiki/Chaehee_(GIG),Chaehee,Trainee,,,,,47 kg (104 lb)
2018–present,,,"https://kpop.fandom.com//wiki/Crescendo,https://kpop.fandom.com//wiki/YJIG","Crescendo,YJIG",Lee Chae-eun (이채은),South Korea,A,,,,,"September 5, 2018",165 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Chaeeun_(Crescendo),Chaeeun,Singer,,,https://www.instagram.com/im_3.25/,,43 kg (95 lb)
2018–2020,https://kpop.fandom.com//wiki/PR_Entertainment,PR Entertainment,https://kpop.fandom.com//wiki/BaBa,BaBa,Lee Joo-rim (이주림),South Korea,,,,,,,,,,https://kpop.fandom.com/wiki/Chaeha_(BaBa),Chaeha,Singer,,,https://www.instagram.com/joorim_lee/,,
2011–present,"https://kpop.fandom.com//wiki/RBW,https://kpop.fandom.com//wiki/YG_Entertainment","RBW,YG Entertainment",https://kpop.fandom.com//wiki/PURPLE_K!SS,PURPLE K!SS,Lee Chae-young (이채영),"Busan, South Korea",O,,,,,"March 15, 2021",160 cm (5 ft 3 in),,,https://kpop.fandom.com/wiki/Chaein,Chaein,Singer,,,,,
2018–present,https://kpop.fandom.com//wiki/N.CH_Entertainment,n.CH Entertainment,"https://kpop.fandom.com//wiki/Produce_101,https://kpop.fandom.com//wiki/NATURE","Produce 101,NATURE",Choi Yoo-bin (최유빈),"Seongdong-gu, Seoul, South Korea",B,,,,Black,"August 3, 2018",163 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Chaebin,Chaebin,Singer,,,,,42 kg (93 lb)
2017–present,"https://kpop.fandom.com//wiki/About_Entertainment,https://kpop.fandom.com//wiki/C9_Entertainment","About Entertainment,C9 Entertainment","https://kpop.fandom.com//wiki/GOOD_DAY_(group),https://kpop.fandom.com//wiki/REDSQUARE","GOOD DAY,REDSQUARE",Kim Chae-young (김채영),"Gunsan, South Korea",B,,,,Gold,"August 30, 2017",166 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Chaea_(REDSQUARE),Chaea,Singer,,,https://www.instagram.com/cheez_0_z/,,48 kg (106 lb)
2019–present,,M Flow Entertainment,https://kpop.fandom.com//wiki/DELUXE,DELUXE,,,,,,,,"May 22, 2019",,,,https://kpop.fandom.com/wiki/Chae-Eun_(DELUXE),Chae-Eun,Singer,,,https://www.instagram.com/chaeeunida/,,
2017–2018,,,https://kpop.fandom.com//wiki/UNICA,UNICA,Huh Soo-hyun (허수현),South Korea,,,,,,"November 13, 2017",170 cm (5 ft 7 in),,,https://kpop.fandom.com/wiki/Chaea_(UNICA),Chaea,Singer,,,https://www.instagram.com/_water.h/,,50 kg (110 lb)
2020–present,,,https://kpop.fandom.com//wiki/MAKAMAKA,MAKAMAKA,Lee Chae-won (이채원),"Bupyeong-gu, Incheon, South Korea",,,,,,"August 4, 2020",163.9 cm (5 ft 4.5 in),,,https://kpop.fandom.com/wiki/Chae_Won_(MAKAMAKA),Chae Won,"Singer, rapper",,,,,
2016–present,"https://kpop.fandom.com//wiki/JTG_Entertainment,https://kpop.fandom.com//wiki/DSP_Media","JTG Entertainment,DSP Media","https://kpop.fandom.com//wiki/BOYS24,https://kpop.fandom.com//wiki/JTG_Boys","BOYS24,JTG Boys",Chae Ho-cheol,South Korea,B,,,,,,175 cm,,,https://kpop.fandom.com/wiki/Chae_Hocheol,Chae Hocheol,Trainee,,,"https://www.instagram.com/hocheollovely/,https://www.youtube.com/channel/UCvONknB2jSjtlqDRdt5BoxA",,54 kg
2012–present,https://kpop.fandom.com//wiki/Fantagio_Music,Fantagio Music,https://kpop.fandom.com//wiki/HELLOVENUS,HELLOVENUS,Kim Hye-rim (김혜림),"Incheon, South Korea",O,,,,,"May 9, 2012",169 cm (5 ft 7 in),,,https://kpop.fandom.com/wiki/Chae_Joo_Hwa,Chae Joo Hwa,"Rapper, singer, actress",,,https://www.instagram.com/hv_juhwa/,,50 kg (110 lb)
2009,,,https://kpop.fandom.com//wiki/Brand_New_Day,Brand New Day,Kim Su-jin (김수진),,A,,,,,"January 7, 2009",168 cm (5 ft 6 in),,,https://kpop.fandom.com/wiki/Chae_Rin_(Brand_New_Day),Chae Rin,Singer,,,,,38 kg (84 lb)
2017–present,https://kpop.fandom.com//wiki/Banana_Culture,Banana Culture,"https://kpop.fandom.com//wiki/TREI,https://kpop.fandom.com//wiki/MIXNINE","TREI,MIXNINE",Chae Chang-hyun (채창현),South Korea,,,,,,,,,,https://kpop.fandom.com/wiki/Chae_Chang_Hyun,Chae Chang Hyun,"Singer, rapper, songwriter",,,https://www.instagram.com/changhyun_iii/,,
2000–present,"https://kpop.fandom.com/#cite_note-1,https://kpop.fandom.com/#cite_note-2","[1],[2]",,,Lee Jin-sook (이진숙),"Seoul, South Korea",,,,,,,,,Lee Chae-yeon (이채연),https://kpop.fandom.com/wiki/Chae_Yeon_(singer),Chae Yeon,"Singer, actress",,,,,
2014–present,,Applejam,https://kpop.fandom.com//wiki/Purple_Rain,"Purple Rain,The VANE",Chae Bo-hoon (채보훈),"Daegu, South Korea",,,,,,"December 15, 2014",,"Guitar, keyboard",,https://kpop.fandom.com/wiki/Chae_Bo_Hoon,Chae Bo Hoon,"Singer, songwriter, musician",,,"https://www.facebook.com/thevane053,https://www.instagram.com/thevane053/,https://www.instagram.com/bohoonie/,https://cafe.naver.com/thevane053,https://twitter.com/thevane053,https://twitter.com/flybony,https://www.youtube.com/channel/thevane",,
