,Unnamed: 0,name,title,company_ticker,source
12081,12081,Torsten G. Kreindl,Independent Non-Executive Director,HAYS,investing
12082,12082,Grace Reksten Skaugen,Independent Director,INVEb,investing
12083,12083,Jose Antonio do Prado Fay,Chairman,SEM,investing
12084,12084,Shonaid Christina Ross Jemmett-Page,Independent Non-Executive Director,QQ,investing
12085,12085,Karl Bader,Member of Advisory Committee for Environmental and Social Responsibility,EVNV,investing
12086,12086,Alan R. Williams,CFO & Executive Director,TPK,investing
12087,12087,Victoria Susan Cochrane,Independent Non-Executive Director,IHPI,investing
12088,12088,Lynn Brubaker,Independent Non-Executive Director,QQ,investing
12089,12089,Angela Stransky,Independent Member of Supervisory Board,EVNV,investing
12090,12090,Jasmine Mary Whitbread,Chair of the Board,TPK,investing
12091,12091,Robert Lister,Independent Non-Executive Director,IHPI,investing
12092,12092,Carol Borg,Director,QQ,investing
12093,12093,Hermann Helm,Member of Advisory Committee for Environmental and Social Responsibility,EVNV,investing
12094,12094,Peter Redfern,Senior Independent Non-Executive Director,TPK,investing
12095,12095,Manfred Heinrich Wennemer,Independent Non-Executive Chairman,TIFS,investing
12096,12096,Rita Dhut,Independent Non-Executive Director,IHPI,investing
12097,12097,Steve Wadey,Group CEO & Executive Director,QQ,investing
12098,12098,Heinz Kaupa,Member of Advisory Committee for Environmental and Social Responsibility,EVNV,investing
12099,12099,Jeffrey H. Vanneste,Independent Non-Executive Director,TIFS,investing
12100,12100,Nicholas John Roberts,CEO & Director,TPK,investing
12101,12101,David Miles Smith,Group CFO & Corporate Governance and Director,QQ,investing
12102,12102,Harry Klagsbrun,Director,SECUb,investing
12103,12103,Maria Patek,Member of the Supervisory Board,EVNV,investing
12104,12104,William L. Kozyra,"CEO, President & Executive Director",TIFS,investing
12105,12105,Coline Lucille McConville,Independent Non-Executive Director,TPK,investing
12106,12106,Roberto Quarta,Chairman,SN,investing
12107,12107,Angie Susan Risley,Independent Non-Executive Director,SN,investing
12108,12108,Gunilla Fransson,Director,SECUb,investing
12109,12109,C. Richard K. Medlock,Independent Non-Executive Director,SN,investing
12110,12110,Josef Hintermayer,Member of Advisory Committee for Environmental and Social Responsibility,EVNV,investing
12111,12111,John F. Smith,Independent Non-Executive Director,TIFS,investing
12112,12112,Anne-Francoise Nesmes,CFO & Executive Director,SN,investing
12113,12113,Heath Drewett,Non-Executive Director,TPK,investing
12114,12114,Robin Freestone,Senior Independent Non-Executive Director,SN,investing
12115,12115,Roland D. Diggelmann,CEO & Director,SN,investing
12116,12116,Marc E. Owen,Independent Non-Executive Director,SN,investing
12117,12117,Changzheng Ma,Independent Non-Executive Director,SN,investing
12118,12118,Johan Menckel,Director,SECUb,investing
12119,12119,Robert John White,Independent Non-Executive Director,SN,investing
12120,12120,Peter Weinelt,Member of the Supervisory Board,EVNV,investing
12121,12121,Marianne Culver,Independent Non-Executive Director,TPK,investing
12122,12122,Susan Bruno Levine,Non-Executive Director,TIFS,investing
12123,12123,Erik Engstrom,Independent Non-Executive Director,SN,investing
12124,12124,Katarzyna Mazur-Hofsaess,Independent Non-Executive Director,SN,investing
12125,12125,Susanne Bergman Israelsson,Employee Representative Director,SECUb,investing
12126,12126,Albert Hackl,Member of Advisory Committee for Environmental and Social Responsibility,EVNV,investing
12127,12127,Blair Illingworth,Independent Non-Executive Director,TPK,investing
12128,12128,Timothy R. Cobbold,Senior Independent Non-Executive Director,TIFS,investing
12129,12129,Irene Pugl,Employee Representative Member of Supervisory Board,EVNV,investing
12130,12130,Ingrid Bonde,Independent Director,SECUb,investing
12131,12131,Jora Gill,Non-Executive Director,TPK,investing
12132,12132,Elaine Anne Sarsynski,Independent Non-Executive Director,TIFS,investing
12133,12133,John H. Brandon,Independent Director,SECUb,investing
12134,12134,Stephen F. Thomas,Non-Executive Director,TIFS,investing
12135,12135,Georg Bartmann,Member of the Supervisory Board,EVNV,investing
12136,12136,Mats Rahmström,"President, CEO & Director",ATCOb,investing
12137,12137,Dieter E. Zetsche,Chairman of the Supervisory Board,DAIGn,investing
12138,12138,Don Walker,Chairman of Security Services USA,SECUb,investing
12139,12139,Staffan Bohman,Independent Director,ATCOb,investing
12140,12140,Josef Kaeser,Member of Supervisory Board,DAIGn,investing
12141,12141,Tina M. Donikowski,Independent Director,ATCOb,investing
12142,12142,Michael Brecht,Employee Representative Deputy Chairman of Supervisory Board,DAIGn,investing
12143,12143,Julie Margaret Baddeley,Independent Non-Executive Director,TIFS,investing
12144,12144,Mikael Bergstedt,Employee Representative Director,ATCOb,investing
12145,12145,Gustav Dressler,Member of the Supervisory Board,EVNV,investing
12146,12146,Bernd Pischetsrieder,Chairman of Supervisory Board,DAIGn,investing
12147,12147,Anna Ohlsson-Leijon,Independent Director,ATCOb,investing
12148,12148,Jan Prang,Employee Representative Director,SECUb,investing
12149,12149,Benny Larsson,Employee Representative Director,ATCOb,investing
12150,12150,Michael Haberle,Employee Representative Member of Supervisory Board,DAIGn,investing
12151,12151,Hans Dieltjens,"CEO, President & Executive Director",TIFS,investing
12152,12152,Uwe Mitter,Employee Representative Member of Supervisory Board,EVNV,investing
12153,12153,Timotheus Hottges,Member of Supervisory Board,DAIGn,investing
12154,12154,Gordon Riske,Independent Director,ATCOb,investing
12155,12155,Sofia Schorling Hogberg,Independent Director,SECUb,investing
12156,12156,Sabine Zimmer,Employee Representative Member of Supervisory Board,DAIGn,investing
12157,12157,Johan Forssell,Director,ATCOb,investing
12158,12158,Peter Wallenberg,Director,ATCOb,investing
12159,12159,Ben Van Beurden,Member of Supervisory Board,DAIGn,investing
12160,12160,Ronald T. Hundzinski,CFO & Executive Director,TIFS,investing
12161,12161,Roman Romanowski,Employee Representative Member of Supervisory Board,DAIGn,investing
12162,12162,Thomas Nilsson,Deputy Employee Representative Director,ATCOb,investing
12163,12163,Jörg Krampe,Member Advisory Committee for Environmental & Social Responsibility,EVNV,investing
12164,12164,Helene Svahn,Member of the Supervisory Board,DAIGn,investing
12165,12165,Hans Straberg,Chairman of the Board,ATCOb,investing
12166,12166,Jan Svensson,Chairman of Board,SECUb,investing
12167,12167,Helena Hemstrom,Deputy Employee Representative Director,ATCOb,investing
12168,12168,Elizabeth Centoni,Member of Supervisory Board,DAIGn,investing
12169,12169,Lily Liu,CFO & Executive Director,ESNT,investing
12170,12170,Martin Brudermuller,Member of Supervisory Board,DAIGn,investing
12171,12171,Olaf G. Koch,Member of the Supervisory Board,DAIGn,investing
12172,12172,Åse Hjelm,Employee Representative Director,SECUb,investing
12173,12173,Clemens A. H. Boersig,Member of Supervisory Board,DAIGn,investing
12174,12174,Hélène Ploix,Non-Executive Director,FEML,investing
12175,12175,Adrian I. Peace,Non-Executive Director,ESNT,investing
12176,12176,Manfred Bischoff,Honorary Chairman of the Supervisory Board,DAIGn,investing
12177,12177,Kai Bussmann,Member of Advisory Board,DAIGn,investing
12178,12178,Carlos Delclaux Zulueta,Chairman & President,VID,investing
12179,12179,Ulf Cappelen,Independent Director,SECUb,investing
12180,12180,Paul John Lester,Independent Non-Executive Chairman,ESNT,investing
12181,12181,Elke Tonjes-Werner,Employee Representative Member of Supervisory Board,DAIGn,investing
12182,12182,Russell Philip Edey,Director,FEML,investing
12183,12183,Frank Markus Weber,Employee Representative Member of Supervisory Board,DAIGn,investing
12184,12184,Margaret Anne Farlow,Chairperson,PSH,investing
12185,12185,Judy Vezmar,Independent Non-Executive Director,SSPG,investing
12186,12186,Sari Baldauf,Member of Supervisory Board,DAIGn,investing
12187,12187,Luis Delclaux Muller,External Independent Director,VID,investing
12188,12188,Paul A. Forman,Chief Executive & Executive Director,ESNT,investing
12189,12189,Thomas Fanberg,Deputy Employee Representative Director,SECUb,investing
12190,12190,Ergun Lumali,Employee Representative Member of Supervisory Board,DAIGn,investing
12191,12191,Ernst Ulrich von Weizsäcker,Member of Advisory Board,DAIGn,investing
12192,12192,Michael Kittner,Member of Advisory Board,DAIGn,investing
12193,12193,Richard J. Battey,Director,PSH,investing
12194,12194,Michael Clasper,Independent Chairman of the Board,SSPG,investing
12195,12195,Nicole Anne Demby,Independent Non-Executive Director,ESNT,investing
12196,12196,Sylvia Schenk,Member of Advisory Board,DAIGn,investing
12197,12197,Michael S. Hamson,Independent Non-Executive Director,FEML,investing
12198,12198,António Rios de Amorim,Chairman & CEO,CORA,investing
12199,12199,Eduardo Zavala Ortiz de la Torre,External Independent Director,VID,investing
12200,12200,Helmut Holzapfel,Member of Advisory Board,DAIGn,investing
12201,12201,Mikael Persson,Director,SECUb,investing
12202,12202,Roman Zitzelsberger,Employee Representative Member of Supervisory Board,DAIGn,investing
12203,12203,Bader Mohammad Al Saad,Member of Supervisory Board,DAIGn,investing
12204,12204,Nicholas Anthony Botta,Director,PSH,investing
12205,12205,Mary Margaret Reilly,Senior Independent Director,ESNT,investing
12206,12206,Simon Smith,CEO & Director,SSPG,investing
12207,12207,Renate Hornung-Draus,Member of Advisory Board,DAIGn,investing
12208,12208,Christine Janodet,Censor,ADP,investing
12209,12209,Esteban Errandonea Delclaux,External Proprietary Director,VID,investing
12210,12210,Sibylle Wankel,Employee Representative Member of Supervisory Board,DAIGn,investing
12211,12211,Nuno Filipe Vilela Barroca de Oliveira,Vice-Chairman,CORA,investing
12212,12212,Julian Nida-Rümelin,Member of Advisory Board,DAIGn,investing
12213,12213,Pascal Papaux,Advisory Member,ADP,investing
12214,12214,Pierre Sané,Member of Advisory Board,DAIGn,investing
12215,12215,Anne Hidalgo,Censor,ADP,investing
12216,12216,Michael Bettag,Employee Representative Member of Supervisory Board,DAIGn,investing
12217,12217,Ralf K. Wunderlich,Independent Non-Executive Director,ESNT,investing
12218,12218,Perrine Vidalenche,Non-Independent Director,ADP,investing
12219,12219,Jonathan Kestenbaum,Director,PSH,investing
12220,12220,Jabine van der Meijs,Director,ADP,investing
12221,12221,Brigitte Blanc,Employee Representative Director,ADP,investing
12222,12222,Timothy Lodge,Independent Non-Executive Director,SSPG,investing
12223,12223,Virginia Urigüen Villalba,External Independent Director,VID,investing
12224,12224,Fernando José de Araújo dos Santos Almeida,Executive Director,CORA,investing
12225,12225,Béatrice Mathieude Lavergne,Advisory Member,ADP,investing
12226,12226,Genevieve Chaux Debry,Non-Independent Director,ADP,investing
12227,12227,Frederic Gillet,Employee Representative Director,ADP,investing
12228,12228,Dupsy Abiola,Board Trainee & Non-Executive Director,ESNT,investing
12229,12229,Fanny Letier,Director,ADP,investing
12230,12230,William Scott,Director,PSH,investing
12231,12231,Carolyn Jane Bradley,Senior Independent Director,SSPG,investing
12232,12232,Ramón Delclaux de la Sota,External Proprietary Director,VID,investing
12233,12233,Patrick Renaud,Censor,ADP,investing
12234,12234,Luisa Alexandra Ramos Amorim,Non-Executive Director,CORA,investing
12235,12235,Isabelle Bui,Director,ADP,investing
12236,12236,Marc Borel,Advisory Member,ADP,investing
12237,12237,Rita Maria de Noronha e Melo Santos Gallo,Director,VID,investing
12238,12238,Ian Dyson,Independent Non-Executive Director,SSPG,investing
12239,12239,Valérie Pécresse,Censor,ADP,investing
12240,12240,Marta Parreira Coelho Pinto Ribeiro,Director,CORA,investing
12241,12241,Augustin Pascal Pierre Louis Marie de Romanet de Beaune,President of the Board & CEO,ADP,investing
12242,12242,Jean-Paul Jouvent,Employee Representative Director,ADP,investing
12243,12243,Michel Massoni,Non-Independent Director,ADP,investing
12244,12244,Patrick Gandil,Advisory Member,ADP,investing
12245,12245,Aitor Salegui Escolano,Director,VID,investing
12246,12246,Cristina Rios de Amorim,Non-Executive Director,CORA,investing
12247,12247,Jonathan Davies,"Deputy CEO, CFO & Executive Director",SSPG,investing
12248,12248,Joel Vidy,Employee Representative Director,ADP,investing
12249,12249,Dirk Anne Benschop,Director,ADP,investing
12250,12250,Jacques Gounon,Independent Director,ADP,investing
12251,12251,Nancy Dunant,Employee Representative Director,ADP,investing
12252,12252,Teresa Zubizarreta Delclaux,Independent Director,VID,investing
12253,12253,Faycal Dekkiche,Employee Representative Director,ADP,investing
12254,12254,Maria Cristina Galhardo Vilão,Director,CORA,investing
12255,12255,Jean-Benoît Albertini,Director,ADP,investing
12256,12256,Francoise Pascale Jacqueline Debrus,Independent Lead Director,ADP,investing
12257,12257,Severin Cabannes,Independent Director,ADP,investing
12258,12258,Sergey Leonidovich Batekhin,Deputy Chairman of the Board of Directors,NILSY,investing
12259,12259,Jose Pereira Alves,Director,CORA,investing
12260,12260,Jan Gunnar Åstrand,Independent Director,VID,investing
12261,12261,Gareth Peter-Herbert Penny,Independent Chairman of the Board,NILSY,investing
12262,12262,Douglas Christopher Patrick McDougall,Senior Independent Director,MNKS,investing
12263,12263,Robert Willem John Edwards,Independent Director,NILSY,investing
12264,12264,Roger Llewelyn Munnings,Independent Director,NILSY,investing
12265,12265,Marianna Aleksandrovna Zakharova,"First VP–Head of CG & Corporate Security, Asset Mgmt & Legal Affair, Member of Mgmt Board & Director",NILSY,investing
12266,12266,Sergey Borisovich Bratukhin,Independent Director,NILSY,investing
12267,12267,Juan Ginesta Vinas,Non-Executive Director,CORA,investing
12268,12268,Fernando Gumuzio Iñíguez de Onzoño,Independent Director,VID,investing
12269,12269,Elena Yanevich,Member of Internal Audit Commission,NILSY,investing
12270,12270,Serguey Valentinovich Barbashev,Non-Executive Director,NILSY,investing
12271,12271,Carol C. Ferguson,Director,MNKS,investing
12272,12272,Maxim Vladimirovich Poletaev,Director,NILSY,investing
12273,12273,Vyacheslav Solomin Alexeyevich,Non-Executive Director,NILSY,investing
12274,12274,Antonio Lopes Seabra,Director,CORA,investing
12275,12275,Stanislav Luchitsky,Non-Executive Director,NILSY,investing
12276,12276,Alexey Vladimirovich Bashkirov,Non-Executive Director,NILSY,investing
12277,12277,Edward M. Harley,Director,MNKS,investing
12278,12278,Anna Masalova,Member of Internal Audit Commission,NILSY,investing
12279,12279,Benoit Graulich,Independent Director,COFB,investing
12280,12280,Vladimir Shilkov,Member of Internal Audit Commission,NILSY,investing
12281,12281,Sergey Nikolaevich Volk,Independent Director,NILSY,investing
12282,12282,Georgiy Svanidze,Member of Internal Audit Commission,NILSY,investing
12283,12283,Karl Stephen Sternberg,Non-Executive Director,MNKS,investing
12284,12284,Evgeny Arkadevich Shvarts,Independent Director,NILSY,investing
12285,12285,Alexander Vladimirovich Galitsky,Independent Non-Executive Director,SFTLq,investing
12286,12286,Alexey Dzybalov,Member of Internal Audit Commission,NILSY,investing
12287,12287,Jean-Pierre Hanin,"Interim COO, MD, CEO & Director",COFB,investing
12288,12288,Helga Rübsamen-Schaeff,Independent Member of Supervisory Board,MRCG,investing
12289,12289,Peter Emanuel Merck,Independent Member of Supervisory Board,MRCG,investing
12290,12290,Michael Kleinemeier,Independent Member of Supervisory Board,MRCG,investing
12291,12291,Anne Lange,Independent Member of Supervisory Board,MRCG,investing
12292,12292,James Gordon Dickson Ferguson,Chairman,MNKS,investing
12293,12293,Igor Borovikov,Chairman,SFTLq,investing
12294,12294,Renate Koehler,Independent Member of Supervisory Board,MRCG,investing
12295,12295,Dietmar Oeter,Independent Member of Supervisory Board,MRCG,investing
12296,12296,Francoise Roels,"Chief of Corporate Affairs, Secretary General & Executive Director",COFB,investing
12297,12297,Alexander Putz,Member of Supervisory Board,MRCG,investing
12298,12298,Jürgen Glaser,Independent Member of Supervisory Board,MRCG,investing
12299,12299,Gabriele Eismann,Independent Member of Supervisory Board,MRCG,investing
12300,12300,Sergey Chernovolenko,Global CEO & Director,SFTLq,investing
12301,12301,Diana Monissen,Independent Director,COFB,investing
12302,12302,Edeltraud Glänzer,Independent Member of Supervisory Board,MRCG,investing
12303,12303,Zoe Tang,Non-Executive Director,MRCG,investing
12304,12304,Wolfgang Buchele,Independent Chairman of Supervisory Board,MRCG,investing
12305,12305,Daniel Thelen,Independent Member of Supervisory Board,MRCG,investing
12306,12306,Sascha Held,Independent Vice Chairman of Supervisory Board,MRCG,investing
12307,12307,Jacques Guers,Independent Non-Executive Director,SFTLq,investing
12308,12308,Maurice Gauchot,Independent Director,COFB,investing
12309,12309,Simon Thelen,Independent Member of Supervisory Board,MRCG,investing
12310,12310,Helene von Roeder,Independent Member of Supervisory Board,MRCG,investing
12311,12311,Christian Raabe,Independent Member of Supervisory Board,MRCG,investing
12312,12312,Gary Nagle,CEO & Director,GLEN,investing
12313,12313,Marc William Kasher,Independent Non-Executive Director,SFTLq,investing
12314,12314,Xavier de Walque,Independent Director,COFB,investing
12315,12315,Kalidas V. Madhavpeddi,Independent Chairman,GLEN,investing
12316,12316,Oleg Viktorovich Zhelezko,Non-Executive Director,SFTLq,investing
12317,12317,Kathleen Van den Eynde,Independent Director,COFB,investing
12318,12318,Metin Colpan,Independent Supervisory Director & Vice Chair of the Scientific Advisory Board,QIA,investing
12319,12319,Patrice E. Merrin,Independent Non-Executive Director,GLEN,investing
12320,12320,Elizabeth Edith Tallett,Independent Supervisory Director,QIA,investing
12321,12321,Karl Robb,Senior Independent Non-Executive Director,SFTLq,investing
12322,12322,Wendy Colquhoun,Non-Executive Director,CGT,investing
12323,12323,Mark George Clifford Culmer,Independent Non-Executive Chairman,AV_p,investing
12324,12324,Stephane Bancel,Independent Supervisory Director,QIA,investing
12325,12325,Olivier Chapelle,Independent Director,COFB,investing
12326,12326,Lawrence A. Rosen,Independent Chairman of Supervisory Board,QIA,investing
12327,12327,Alex Smith,Executive Director,STEMS,investing
12328,12328,Elaine R. Mardis,Independent Supervisory Director,QIA,investing
12329,12329,David Wormsley,Independent Non-Executive Director,GLEN,investing
12330,12330,George Andrew Prescott,Non-Executive Director,CGT,investing
12331,12331,Michael Philip Mire,Independent Non-Executive Director,AV_p,investing
12332,12332,Ross L. Levine,Independent Supervisory Director & Chair of the Scientific Advisory Board,QIA,investing
12333,12333,Ines Archer-Toper,Independent Director,COFB,investing
12334,12334,Mark Dorman,CEO & Executive Director,STEMS,investing
12335,12335,Toralf A. Haag,Member of the Supervisory Board,QIA,investing
12336,12336,Graham E. Meek,Senior Independent Non-Executive Director,CGT,investing
12337,12337,Thomas Ebeling,Member of the Supervisory Board,QIA,investing
12338,12338,Peter Klaus Kaspar,Member of the Scientific Advisory Board,QIA,investing
12339,12339,Peter Roland Coates,Non-Executive Director,GLEN,investing
12340,12340,Amanda Jayne Blanc,Group CEO & Director,AV_p,investing
12341,12341,Patrice Nordmann,Member of the Scientific Advisory Board,QIA,investing
12342,12342,Jacques Van Rijckevorsel,Independent Chairman of the Board,COFB,investing
12343,12343,Robert James Moorhead,"CFO, COO & Executive Director",SMWH,investing
12344,12344,Neville Sanjana,Member of the Scientific Advisory Board,QIA,investing
12345,12345,James Bilefield,Chairman,STEMS,investing
12346,12346,Robin Archibald,Independent Non-Executive Director,CGT,investing
12347,12347,Sarah Teichmann,Member of the Scientific Advisory Board,QIA,investing
12348,12348,Cynthia Blum Carroll,Independent Non-Executive Director,GLEN,investing
12349,12349,Guillermo de la Dehesa Romero,Chairman of Aviva Spain,AV_p,investing
12350,12350,Jean Kotarakos,CFO & Executive Director,COFB,investing
12351,12351,Simon Emeny,Senior Independent Director,SMWH,investing
12352,12352,Alastair R. Laing,Director,CGT,investing
12353,12353,Denise Rosemary Collis,Senior Independent Director,STEMS,investing
12354,12354,Martin James Gilbert,Senior Independent Non-Executive Director,GLEN,investing
12355,12355,Jason Michael Windsor,CFO & Executive Director,AV_p,investing
12356,12356,Kal Atwal,Non-Executive Director,SMWH,investing
12357,12357,Gill Marcus,Independent Non-Executive Director,GLEN,investing
12358,12358,Barrie C. Brien,Independent Non-Executive Director,STEMS,investing
12359,12359,Patricia Anne Cross,Independent Non-Executive Director,AV_p,investing
12360,12360,Maurice Nicholas-Beech Thompson,Independent Non-Executive Director,SMWH,investing
12361,12361,Mark Henry Gitenstein,Independent Director,FPq,investing
12362,12362,Breon Corcoran,Non-Executive Chairman,ATG,investing
12363,12363,Belen Romana Garcia,Independent Non-Executive Director,AV_p,investing
12364,12364,Andrew William Beach,CFO & Executive Director,STEMS,investing
12365,12365,Nicky Dulieu,Independent Non-Executive Director,SMWH,investing
12366,12366,Ilinca Von Derenthall,Independent Chairperson of the Board,FPq,investing
12367,12367,Morgan Seigler,Non-Executive Director,ATG,investing
12368,12368,Philippa Lambert,Independent Non-Executive Director,AV_p,investing
12369,12369,Henry Eric Staunton,Non-Executive Chairman,SMWH,investing
12370,12370,Anne K. Fahy,Independent Non-Executive Director,STEMS,investing
12371,12371,Omer Tetik,Director,FPq,investing
12372,12372,Penelope Ladkin-Brand,Independent Non-Executive Director,ATG,investing
12373,12373,Carl D. Cowling,Group Chief Executive & Director,SMWH,investing
12374,12374,James McConville,Independent Non-Executive Director,AV_p,investing
12375,12375,Ciprian Ladunca,Independent Director,FPq,investing
12376,12376,Mohit Joshi,Independent Non-Executive Director,AV_p,investing
12377,12377,John-Paul Savant,CEO & Director,ATG,investing
12378,12378,Annemarie Verna Florence Durbin,Independent Non-Executive Director,SMWH,investing
12379,12379,Patrick Gerard Flynn,Senior Independent Non-Executive Director,AV_p,investing
12380,12380,Scott E. Forbes,Senior Independent Non-Executive Director,ATG,investing
12381,12381,Nicholas John Paris,Director,FPq,investing
12382,12382,Jakob Thomasen,Independent Director,LUNE,investing
12383,12383,Ian H. Lundin,Chairman,LUNE,investing
12384,12384,Charles Ashley Heppenstall,Director,LUNE,investing
12385,12385,Claire Aimie Clara Ighodaro,Independent Non-Executive Director,PNN,investing
12386,12386,Peggy B. Bruzelius,Independent Director,LUNE,investing
12387,12387,Martin Strobel,Independent Non-Executive Director,AV_p,investing
12388,12388,Cecilia Vieweg,Independent Director,LUNE,investing
12389,12389,Tom E. Hargreaves,CFO & Director,ATG,investing
12390,12390,Torstein Sanness,Director,LUNE,investing
12391,12391,Alexandre Schneiter,Non-Executive Director,LUNE,investing
12392,12392,Lukas Henrik Lundin,Director,LUNE,investing
12393,12393,Iain Evans,Independent Non-Executive Director,PNN,investing
12394,12394,Grace Reksten Skaugen,Independent Director,LUNE,investing
12395,12395,Adam I. Lundin,Director,LUNE,investing
12396,12396,John Butterworth,Independent Non-Executive Director,PNN,investing
12397,12397,Torbjorn Magnusson,Chairman of the Board,NDAFI,investing
12398,12398,Kari Alpo Erik Jordan,Independent Vice Chairman,NDAFI,investing
12399,12399,Jonas G. Synnergren,Director,NDAFI,investing
12400,12400,Claudia Dill,Independent Director,NDAFI,investing
12401,12401,Dorrit Groth Brandt,Employee Representative Deputy Director,NDAFI,investing
12402,12402,Nigel Grant Hinshelwood,Independent Director,NDAFI,investing
12403,12403,Paul Boote,Group Finance Director & Director,PNN,investing
12404,12404,John Neil Maltby,Independent Non Executive Director,NDAFI,investing
12405,12405,Birger K. Steen,Independent Director,NDAFI,investing
12406,12406,Joanna Koskinen,Employee Representative Director,NDAFI,investing
12407,12407,Robin A. Lawther,Independent Director,NDAFI,investing
12408,12408,Gerhard Olsson,Employee Representative Director,NDAFI,investing
12409,12409,Sarah Russell,Independent Director,NDAFI,investing
12410,12410,Gill Ann Rider,Independent Chairman of the Board,PNN,investing
12411,12411,Petra C. Van Hoeken,Independent Director,NDAFI,investing
12412,12412,Hans Christian Krogh Riise,Employee Representative Director,NDAFI,investing
12413,12413,Susan Jane Davy,CEO & Executive Director,PNN,investing
12414,12414,William Langston,Member of Scientific Advisory Board,OXB,investing
12415,12415,Neil Cooper,Senior Independent Director,PNN,investing
12416,12416,Peter L. Stern,Member of Scientific Advisory Board,OXB,investing
12417,12417,Malcolm M. Diamond,Independent Non-Executive Chairman,DSCV,investing
12418,12418,Greg Davidson,"Group General Counsel, Company Secretary & Director",DSCV,investing
12419,12419,Krystof Bankiewicz,Member of Scientific Advisory Board,OXB,investing
12420,12420,Per Arthur Sørlie,Director,KOG,investing
12421,12421,Nicholas J. Jefferies,Group Chief Executive & Executive Director,DSCV,investing
12422,12422,John Dawson,CEO & Executive Director,OXB,investing
12423,12423,Merete Hverven,Director,KOG,investing
12424,12424,Clive Graeme Watson,Independent Non-Executive Director,DSCV,investing
12425,12425,Stuart Henderson,Deputy Chairman & Senior Independent Director,OXB,investing
12426,12426,Simon M. Gibbins,Group Finance Director & Executive Director,DSCV,investing
12427,12427,Jo Even Bjerknes,Employee Representative Director,KOG,investing
12428,12428,Stuart Paynter,"CFO, Company Secretary & Director",OXB,investing
12429,12429,Bruce M. Thompson,Senior Independent Director,DSCV,investing
12430,12430,Rune Fanoy,Employee Representative Director,KOG,investing
12431,12431,Heather Preston,Independent Non-Executive Director,OXB,investing
12432,12432,Aldo Fumagalli Romario,"Chairman, Co-CEO & MD",SOLS,investing
12433,12433,Tracey Graham,Independent Non-Executive Director,DSCV,investing
12434,12434,Oda Ellingsen,Employee Representative Director,KOG,investing
12435,12435,Robert Ghenchev,Non-Executive Director,OXB,investing
12436,12436,Giovanni Annoni,Director of Information Systems & Director,SOLS,investing
12437,12437,Ole Magnus Svarva,Deputy Director,KOG,investing
12438,12438,Roch Doliveux,Independent Non-Executive Chairman,OXB,investing
12439,12439,Giulio Fumagalli Romario,Director of Legal & Corporate Business and Director,SOLS,investing
12440,12440,Artemios Ch. Theodoridis,Non-Executive Director,ACBr,investing
12441,12441,Susan Saltzbart Kilsby,Senior Independent Director,DGE,investing
12442,12442,Eivind Kristofer Reiten,Independent Chairman,KOG,investing
12443,12443,Siyamak Rasty,Independent Non-Executive Director,OXB,investing
12444,12444,Francisco Javier Ferran Larraz,Non-Executive Chairman,DGE,investing
12445,12445,Erwin Paul Walter Rauhe,Independent Director,SOLS,investing
12446,12446,Alan James Harris Stewart,Independent Non-Executive Director,DGE,investing
12447,12447,Vassilios E. Psaltis,CEO & Executive Director,ACBr,investing
12448,12448,Morten Henriksen,Independent Director,KOG,investing
12449,12449,Annika Nordgren Christensen,Member of Advisory Board,ACADE,investing
12450,12450,Dame Kay Davies,Independent Non-Executive Director,OXB,investing
12451,12451,Nicola S. Mendelsohn,Independent Non-Executive Director,DGE,investing
12452,12452,Maria Cristina Annoni,Director,SOLS,investing
12453,12453,Ivan M. Menezes,CEO & Executive Director,DGE,investing
12454,12454,Vasileios T. Rapanos,Non-Executive Chairman of the Board,ACBr,investing
12455,12455,Anne-Grete Strom-Erichsen,Independent Deputy Chair,KOG,investing
12456,12456,Silvija Seres,Independent Director,ACADE,investing
12457,12457,Michael R. Hayden,Non-Independent Non-Executive Director,OXB,investing
12458,12458,Valerie Chapoulaud-Floquet,Independent Non-Executive Director,DGE,investing
12459,12459,Prisca Fumagalli Romario,Director,SOLS,investing
12460,12460,Melissa Wong Bethell,Independent Non-Executive Director,DGE,investing
12461,12461,Spyros N. Filaretos,"Chief Growth & Innovation Officer, GM of Growth & Innovation and Director",ACBr,investing
12462,12462,Anders Lövgren,Employee Representative Director,ACADE,investing
12463,12463,Ireena Vittal,Independent Non-Executive Director,DGE,investing
12464,12464,Maria Antonella Boccardo,Independent Director,SOLS,investing
12465,12465,John Alexander Manzoni,Independent Non-Executive Director,DGE,investing
12466,12466,Jan Oscar A. Cyriel Vanhevel,Non-Executive Independent Director,ACBr,investing
12467,12467,Lavanya Chandrashekar,CFO & Director,DGE,investing
12468,12468,Stig-Björn Ljunggren,Member of Advisory Board,ACADE,investing
12469,12469,Antonella Mansi,Independent Director,SOLS,investing
12470,12470,Efthimios O. Vidalis,Non-Executive Director,ACBr,investing
12471,12471,Pia Christina Rudengren,Independent Director,ACADE,investing
12472,12472,Anna Gervasoni,Independent Director,SOLS,investing
12473,12473,Antoinette P. Aris,Independent Member of Supervisory Board,RAND,investing
12474,12474,Wout Dekker,Independent Chairman of Supervisory Board,RAND,investing
12475,12475,Widar Andersson,Chairman of Advisory Board,ACADE,investing
12476,12476,Tibor Rékasi,CEO & Director,MTEL,investing
12477,12477,Susanna Dorigoni,Independent Director,SOLS,investing
